(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('interest'|Spam) = 0.0006371591198708691
P('occupational'|Spam) = 1.1803309648025306e-05
P('qualification'|Spam) = 1.1803309648025306e-05
P('illegitimate'|Spam) = 1.1803309648025306e-05
P('interest'|Spam) = 0.0006371591198708691
P('ethnicity'|Spam) = 1.1803309648025306e-05
P('national'|Spam) = 0.00016990909863223177
P('origin'|Spam) = 1.1803309648025306e-05
P('?'|Spam) = 0.0028459774020898818
P('where'|Spam) = 0.0002123863732902897
P('universal'|Spam) = 1.1803309648025306e-05
P('principle'|Spam) = 1.1803309648025306e-05
P('?'|Spam) = 0.0028459774020898818
P('kant'|Spam) = 1.1803309648025306e-05
P('want'|Spam) = 0.0016990909863223175
P('hear'|Spam) = 0.00033981819726446353
P(','|Spam) = 0.033004842409311015
P('principle'|Spam) = 1.1803309648025306e-05
P('problem'|Spam) = 0.00033981819726446353
P('.'|Spam) = 0.08032452637838756
P('principal'|Spam) = 1.1803309648025306e-05
P('handle'|Spam) = 0.0008495454931611588
P('thing'|Spam) = 0.00029734092260640555
P('without'|Spam) = 0.00033981819726446353
P('work'|Spam) = 0.0015291818876900858
P('sweat'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P(''d'|Spam) = 1.1803309648025306e-05
P('listen'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('experience-base'|Spam) = 1.1803309648025306e-05
P('judgment'|Spam) = 4.247727465805794e-05
P('whether'|Spam) = 1.1803309648025306e-05
P('teacher'|Spam) = 1.1803309648025306e-05
P(''s'|Spam) = 0.0026760683034576503
P('accent'|Spam) = 1.1803309648025306e-05
P('prove'|Spam) = 0.00016990909863223177
P('impediment'|Spam) = 1.1803309648025306e-05
P('begin'|Spam) = 0.0002548636479483476
P('reader'|Spam) = 1.1803309648025306e-05
P('appropriate'|Spam) = 1.1803309648025306e-05
P('assignment'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('even'|Spam) = 0.0010619318664514485
P('able'|Spam) = 0.00029734092260640555
P('tell'|Spam) = 0.00029734092260640555
P(','|Spam) = 0.033004842409311015
P('close'|Spam) = 1.1803309648025306e-05
P('case'|Spam) = 0.0001274318239741738
P(','|Spam) = 0.033004842409311015
P('tip'|Spam) = 0.00033981819726446353
P('judgment'|Spam) = 4.247727465805794e-05
P('one'|Spam) = 0.0025911137541415343
P('another'|Spam) = 8.495454931611588e-05
P(','|Spam) = 0.033004842409311015
P('really'|Spam) = 0.00029734092260640555
P('awful'|Spam) = 1.1803309648025306e-05
P('?'|Spam) = 0.0028459774020898818
P('try'|Spam) = 0.0004247727465805794
P('kantian'|Spam) = 1.1803309648025306e-05
P('universal'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('principle'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('''|Spam) = 0.0018265228102964913
P('re'|Spam) = 0.00029734092260640555
P('stick'|Spam) = 1.1803309648025306e-05
P('willy-nilly'|Spam) = 1.1803309648025306e-05
P('language'|Spam) = 1.1803309648025306e-05
P('panel'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('ethnic'|Spam) = 1.1803309648025306e-05
P('spokesperson'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('teacher'|Spam) = 1.1803309648025306e-05
P('''|Spam) = 0.0018265228102964913
P('union'|Spam) = 4.247727465805794e-05
P('rep'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('course'|Spam) = 0.0002123863732902897
P(','|Spam) = 0.033004842409311015
P('lawyer'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('before'|Spam) = 0.0007221136691869849
P(''s'|Spam) = 0.0026760683034576503
P('over'|Spam) = 0.001953954634270665
P(','|Spam) = 0.033004842409311015
P('stop'|Spam) = 0.0005097272958966952
P('speak'|Spam) = 1.1803309648025306e-05
P('each'|Spam) = 0.0014867046130320279
P('across'|Spam) = 8.495454931611588e-05
P('racial'|Spam) = 1.1803309648025306e-05
P('ethnic'|Spam) = 1.1803309648025306e-05
P('line'|Spam) = 0.0006796363945289271
P(','|Spam) = 0.033004842409311015
P('everybody'|Spam) = 8.495454931611588e-05
P('work'|Spam) = 0.0015291818876900858
P('everybody'|Spam) = 8.495454931611588e-05
P('else'|Spam) = 0.0002123863732902897
P('fire'|Spam) = 0.0002123863732902897
P('defeat'|Spam) = 1.1803309648025306e-05
P('re-election'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('problem'|Spam) = 0.00033981819726446353
P(','|Spam) = 0.033004842409311015
P('course'|Spam) = 0.0002123863732902897
P(','|Spam) = 0.033004842409311015
P('remain'|Spam) = 4.247727465805794e-05
P('unresolve'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('massachusett'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P(')'|Spam) = 0.004714977487044431
P(','|Spam) = 0.033004842409311015
P('thing'|Spam) = 0.00029734092260640555
P('address'|Spam) = 0.005309659332257242
P('term'|Spam) = 4.247727465805794e-05
P('philosopher'|Spam) = 1.1803309648025306e-05
P(''s'|Spam) = 0.0026760683034576503
P('"'|Spam) = 0.008835273128876052
P('universal'|Spam) = 1.1803309648025306e-05
P('law'|Spam) = 0.00016990909863223177
P('.'|Spam) = 0.08032452637838756
P('"'|Spam) = 0.008835273128876052
P('kant'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
log P(Spam, all words) = -2717.3208113308833


(2) P(Ham, all words)
P('Subject:'|Ham) = 0.0035959463877084014
P('accent'|Ham) = 0.00016345210853220007
P(':'|Ham) = 0.016508662961752206
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('news'|Ham) = 1.6345210853220006e-05
P('since'|Ham) = 0.0007355344883949003
P('victor'|Ham) = 4.903563255966002e-05
P('raskin'|Ham) = 6.538084341288002e-05
P('kindly'|Ham) = 1.6345210853220006e-05
P('keep'|Ham) = 0.00016345210853220007
P('supply'|Ham) = 1.1803309648025306e-05
P('response'|Ham) = 0.0005884275907159203
P('receive'|Ham) = 0.0005884275907159203
P('july'|Ham) = 0.00029421379535796014
P('6'|Ham) = 0.00039228506047728017
P('query'|Ham) = 0.0006538084341288003
P('westfield'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('petition'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('unusually'|Ham) = 1.1803309648025306e-05
P('prepare'|Ham) = 0.00016345210853220007
P('respond'|Ham) = 0.00011441647597254005
P('reporter'|Ham) = 1.1803309648025306e-05
P('meredith'|Ham) = 1.1803309648025306e-05
P('o'brien'|Ham) = 1.1803309648025306e-05
P('phon'|Ham) = 1.6345210853220006e-05
P('july'|Ham) = 0.00029421379535796014
P('8'|Ham) = 0.0002778685845047401
P('ask'|Ham) = 0.0007682249101013403
P('opinion'|Ham) = 0.00017979731938542006
P('linguist'|Ham) = 0.002239293886891141
P('matter'|Ham) = 0.00032690421706440013
P(';'|Ham) = 0.0017162471395881006
P('tell'|Ham) = 0.0006538084341288003
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('discussion'|Ham) = 0.0006211180124223603
P(','|Ham) = 0.06333769205622752
P('quite'|Ham) = 0.00042497548218372016
P('surprise'|Ham) = 8.172605426610003e-05
P('interest'|Ham) = 0.0017489375612945407
P('learn'|Ham) = 0.0006047728015691402
P('existence'|Ham) = 9.807126511932004e-05
P('thing'|Ham) = 0.0005557371690094802
P(','|Ham) = 0.06333769205622752
P('turn'|Ham) = 0.00017979731938542006
P('ediotr'|Ham) = 1.1803309648025306e-05
P('too'|Ham) = 0.0002778685845047401
P(','|Ham) = 0.06333769205622752
P('result'|Ham) = 0.0005230467473030402
P('article'|Ham) = 0.0002451781627983001
P('much'|Ham) = 0.0008826413860738803
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('first'|Ham) = 0.0012912716574043806
P('.'|Ham) = 0.07358613926119648
P('contact'|Ham) = 0.0006047728015691402
P('victor'|Ham) = 4.903563255966002e-05
P('permission'|Ham) = 9.807126511932004e-05
P(''d'|Ham) = 0.0002451781627983001
P(','|Ham) = 0.06333769205622752
P('course'|Ham) = 0.0008172605426610003
P('neither'|Ham) = 9.807126511932004e-05
P('us'|Ham) = 0.0008009153318077803
P('contact'|Ham) = 0.0006047728015691402
P('quickly'|Ham) = 6.538084341288002e-05
P('enough'|Ham) = 0.00014710689767898007
P('many'|Ham) = 0.0014220333442301406
P('linguist'|Ham) = 0.002239293886891141
P('whose'|Ham) = 0.00019614253023864008
P('response'|Ham) = 0.0005884275907159203
P('fax'|Ham) = 0.0008336057535142204
P('newspaper'|Ham) = 3.269042170644001e-05
P('.'|Ham) = 0.07358613926119648
P('figure'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('victor'|Ham) = 4.903563255966002e-05
P('agree'|Ham) = 0.0002451781627983001
P(','|Ham) = 0.06333769205622752
P('message'|Ham) = 0.00037593984962406017
P('send'|Ham) = 0.0010787839163125205
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('less'|Ham) = 0.00044132069303694016
P('public'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('case'|Ham) = 0.0009643674403399803
P('positive'|Ham) = 4.903563255966002e-05
P('opportunity'|Ham) = 0.0002288329519450801
P('us'|Ham) = 0.0008009153318077803
P('educate'|Ham) = 1.1803309648025306e-05
P('public'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('alway'|Ham) = 0.00032690421706440013
P('opportunity'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('certainly'|Ham) = 0.00019614253023864008
P('hope'|Ham) = 0.00014710689767898007
P('everyone'|Ham) = 0.00016345210853220007
P('quote'|Ham) = 0.00021248774109186008
P('article'|Ham) = 0.0002451781627983001
P('agree'|Ham) = 0.0002451781627983001
P('right'|Ham) = 0.0002288329519450801
P('thing'|Ham) = 0.0005557371690094802
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('discussion'|Ham) = 0.0006211180124223603
P('available'|Ham) = 0.0006701536449820203
P('reporter'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('reporter'|Ham) = 1.1803309648025306e-05
P('job'|Ham) = 0.0004576659038901602
P('.'|Ham) = 0.07358613926119648
P('here'|Ham) = 0.0008172605426610003
P(''s'|Ham) = 0.004985289310232102
P('text'|Ham) = 0.0008499509643674403
P('article'|Ham) = 0.0002451781627983001
P(':'|Ham) = 0.016508662961752206
P('springfield'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('mass'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P(')'|Ham) = 0.018976789800588426
P('union'|Ham) = 4.903563255966002e-05
P('-'|Ham) = 0.03229813664596273
P(','|Ham) = 0.06333769205622752
P('westfield'|Ham) = 1.1803309648025306e-05
P('edition'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('friday'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('july'|Ham) = 0.00029421379535796014
P('10'|Ham) = 0.0008009153318077803
P(','|Ham) = 0.06333769205622752
P('1992'|Ham) = 0.0008009153318077803
P(','|Ham) = 0.06333769205622752
P('p'|Ham) = 0.00040863027133050016
P('.'|Ham) = 0.07358613926119648
P('1'|Ham) = 0.0016018306636155606
P('linguists'|Ham) = 3.269042170644001e-05
P('criticize'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('position'|Ham) = 0.0005557371690094802
P('meredith'|Ham) = 1.1803309648025306e-05
P('o'brien'|Ham) = 1.1803309648025306e-05
P('westfield'|Ham) = 1.1803309648025306e-05
P('-'|Ham) = 0.03229813664596273
P('victor'|Ham) = 4.903563255966002e-05
P('raskin'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('linguistics'|Ham) = 0.002419091206276561
P('professor'|Ham) = 0.0002288329519450801
P('purdue'|Ham) = 6.538084341288002e-05
P('university'|Ham) = 0.004347826086956522
P('indiana'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('quite'|Ham) = 0.00042497548218372016
P('perplex'|Ham) = 1.6345210853220006e-05
P('article'|Ham) = 0.0002451781627983001
P('local'|Ham) = 0.00013076168682576005
P('newspaper'|Ham) = 3.269042170644001e-05
P('westfield'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('petition'|Ham) = 1.1803309648025306e-05
P('prohibit'|Ham) = 1.1803309648025306e-05
P('instructor'|Ham) = 1.6345210853220006e-05
P('accent'|Ham) = 0.00016345210853220007
P('teach'|Ham) = 0.0009153318077803204
P('elementary'|Ham) = 4.903563255966002e-05
P('school'|Ham) = 0.0008989865969271004
P('student'|Ham) = 0.0013403072899640406
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('has'|Ham) = 6.538084341288002e-05
P('anybody'|Ham) = 0.00019614253023864008
P('else'|Ham) = 0.0002451781627983001
P('weird'|Ham) = 3.269042170644001e-05
P('piece'|Ham) = 8.172605426610003e-05
P('newspaper'|Ham) = 3.269042170644001e-05
P('measure'|Ham) = 9.807126511932004e-05
P('greek'|Ham) = 0.00034324942791762013
P('mayor'|Ham) = 3.269042170644001e-05
P('small'|Ham) = 0.0002451781627983001
P('massachusett'|Ham) = 0.00014710689767898007
P('town'|Ham) = 9.807126511932004e-05
P('ethnically'|Ham) = 1.6345210853220006e-05
P('mix'|Ham) = 4.903563255966002e-05
P('population'|Ham) = 8.172605426610003e-05
P('prevent'|Ham) = 6.538084341288002e-05
P('foreign'|Ham) = 0.0002615233736515201
P('accent'|Ham) = 0.00016345210853220007
P('employ'|Ham) = 6.538084341288002e-05
P('grade'|Ham) = 8.172605426610003e-05
P('school'|Ham) = 0.0008989865969271004
P('teacher'|Ham) = 0.00037593984962406017
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('raskin'|Ham) = 6.538084341288002e-05
P('ask'|Ham) = 0.0007682249101013403
P('subscriber'|Ham) = 6.538084341288002e-05
P('linguistics'|Ham) = 0.002419091206276561
P('computer'|Ham) = 0.00034324942791762013
P('network'|Ham) = 9.807126511932004e-05
P('week'|Ham) = 0.0003595946387708401
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('beside'|Ham) = 0.00011441647597254005
P('kill'|Ham) = 1.6345210853220006e-05
P('own'|Ham) = 0.00044132069303694016
P('chance'|Ham) = 4.903563255966002e-05
P('ever'|Ham) = 0.00014710689767898007
P('teach'|Ham) = 0.0009153318077803204
P('grade'|Ham) = 8.172605426610003e-05
P('school'|Ham) = 0.0008989865969271004
P('over'|Ham) = 0.0006701536449820203
P(','|Ham) = 0.06333769205622752
P('measure'|Ham) = 9.807126511932004e-05
P('nonsensical'|Ham) = 3.269042170644001e-05
P('linguistically'|Ham) = 1.6345210853220006e-05
P('?'|Ham) = 0.004118993135011442
P('"'|Ham) = 0.017930696305982347
P('query'|Ham) = 0.0006538084341288003
P('.'|Ham) = 0.07358613926119648
P('response'|Ham) = 0.0005884275907159203
P('raskin'|Ham) = 6.538084341288002e-05
P(''s'|Ham) = 0.004985289310232102
P('question'|Ham) = 0.0009970578620464203
P('world-wide'|Ham) = 1.6345210853220006e-05
P('computer'|Ham) = 0.00034324942791762013
P('network'|Ham) = 9.807126511932004e-05
P('call'|Ham) = 0.0006374632232755802
P('"'|Ham) = 0.017930696305982347
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('week'|Ham) = 0.0003595946387708401
P(','|Ham) = 0.06333769205622752
P('far'|Ham) = 0.00042497548218372016
P('away'|Ham) = 4.903563255966002e-05
P('netherland'|Ham) = 0.0002778685845047401
P('australium'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('those'|Ham) = 0.0008662961752206604
P('respond'|Ham) = 0.00011441647597254005
P('nothing'|Ham) = 9.807126511932004e-05
P('petition'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('raskin'|Ham) = 6.538084341288002e-05
P('one'|Ham) = 0.0032200065380843415
P('several'|Ham) = 0.0002615233736515201
P('linguist'|Ham) = 0.002239293886891141
P('assail'|Ham) = 1.1803309648025306e-05
P('petition'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('chastize'|Ham) = 1.1803309648025306e-05
P('education'|Ham) = 0.0002615233736515201
P('official'|Ham) = 4.903563255966002e-05
P('-'|Ham) = 0.03229813664596273
P('-'|Ham) = 0.03229813664596273
P('include'|Ham) = 0.0010460934946060804
P('state'|Ham) = 0.0007028440666884603
P('secretary'|Ham) = 3.269042170644001e-05
P('education'|Ham) = 0.0002615233736515201
P('-'|Ham) = 0.03229813664596273
P('-'|Ham) = 0.03229813664596273
P('unfound'|Ham) = 1.1803309648025306e-05
P('racist'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('school'|Ham) = 0.0008989865969271004
P('committee'|Ham) = 0.0002451781627983001
P(''s'|Ham) = 0.004985289310232102
P('curriculum'|Ham) = 0.00013076168682576005
P('subcommittee'|Ham) = 1.1803309648025306e-05
P('wednesday'|Ham) = 0.00011441647597254005
P('night'|Ham) = 8.172605426610003e-05
P('unanimously'|Ham) = 1.6345210853220006e-05
P('reject'|Ham) = 0.00011441647597254005
P('petition'|Ham) = 1.1803309648025306e-05
P('committee'|Ham) = 0.0002451781627983001
P(''s'|Ham) = 0.004985289310232102
P('attorney'|Ham) = 1.1803309648025306e-05
P('tell'|Ham) = 0.0006538084341288003
P('legally'|Ham) = 1.1803309648025306e-05
P('unenforceable'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('full'|Ham) = 0.0002288329519450801
P('committee'|Ham) = 0.0002451781627983001
P('vote'|Ham) = 1.6345210853220006e-05
P('issue'|Ham) = 0.0009153318077803204
P('next'|Ham) = 0.0002615233736515201
P('meet'|Ham) = 0.00031055900621118014
P('yet'|Ham) = 0.00017979731938542006
P('schedule'|Ham) = 4.903563255966002e-05
P('.'|Ham) = 0.07358613926119648
P('petition'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('organizer'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('laura'|Ham) = 1.1803309648025306e-05
P('lee'|Ham) = 0.00011441647597254005
P('whitten'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('comment'|Ham) = 0.00039228506047728017
P('subcommittee'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('decision'|Ham) = 0.00019614253023864008
P('.'|Ham) = 0.07358613926119648
P('meanwhile'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('eight'|Ham) = 6.538084341288002e-05
P('linguist'|Ham) = 0.002239293886891141
P('call'|Ham) = 0.0006374632232755802
P('"'|Ham) = 0.017930696305982347
P('linguistnet'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('computer'|Ham) = 0.00034324942791762013
P('conclude'|Ham) = 1.6345210853220006e-05
P('parent'|Ham) = 1.6345210853220006e-05
P('worry'|Ham) = 6.538084341288002e-05
P('elementary'|Ham) = 4.903563255966002e-05
P('school'|Ham) = 0.0008989865969271004
P('child'|Ham) = 0.0005720823798627002
P('acquire'|Ham) = 0.00016345210853220007
P('accent'|Ham) = 0.00016345210853220007
P('teacher'|Ham) = 0.00037593984962406017
P('chance'|Ham) = 4.903563255966002e-05
P('happen'|Ham) = 0.00013076168682576005
P('next'|Ham) = 0.0002615233736515201
P('impossible'|Ham) = 4.903563255966002e-05
P('.'|Ham) = 0.07358613926119648
P('network'|Ham) = 9.807126511932004e-05
P('subscriber'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('barbara'|Ham) = 3.269042170644001e-05
P('partee'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('chairwoman'|Ham) = 1.1803309648025306e-05
P('linguistic'|Ham) = 0.0037757437070938217
P('department'|Ham) = 0.0018470088264138608
P('university'|Ham) = 0.004347826086956522
P('massachusett'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('concur'|Ham) = 3.269042170644001e-05
P('conclusion'|Ham) = 0.00021248774109186008
P('colleague'|Ham) = 0.0002451781627983001
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('research'|Ham) = 0.0010624387054593003
P('exist'|Ham) = 0.00021248774109186008
P('matter'|Ham) = 0.00032690421706440013
P('clear'|Ham) = 0.00032690421706440013
P('nearly'|Ham) = 6.538084341288002e-05
P('impossible'|Ham) = 4.903563255966002e-05
P('influence'|Ham) = 0.00021248774109186008
P('accent'|Ham) = 0.00016345210853220007
P('grade'|Ham) = 8.172605426610003e-05
P('school'|Ham) = 0.0008989865969271004
P('teacher'|Ham) = 0.00037593984962406017
P('"'|Ham) = 0.017930696305982347
P(','|Ham) = 0.06333769205622752
P('wednesday'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('young'|Ham) = 9.807126511932004e-05
P('child'|Ham) = 0.0005720823798627002
P(','|Ham) = 0.06333769205622752
P('almost'|Ham) = 0.00014710689767898007
P('universally'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('pick'|Ham) = 1.6345210853220006e-05
P('accent'|Ham) = 0.00016345210853220007
P('peer'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('immigrant'|Ham) = 1.6345210853220006e-05
P('family'|Ham) = 9.807126511932004e-05
P('where'|Ham) = 0.0009970578620464203
P('child'|Ham) = 0.0005720823798627002
P('bear'|Ham) = 8.172605426610003e-05
P('country'|Ham) = 0.00017979731938542006
P(','|Ham) = 0.06333769205622752
P('child'|Ham) = 0.0005720823798627002
P('adopt'|Ham) = 3.269042170644001e-05
P('parent'|Ham) = 1.6345210853220006e-05
P('''|Ham) = 0.010362863680941484
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('many'|Ham) = 0.0014220333442301406
P('agree'|Ham) = 0.0002451781627983001
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('live'|Ham) = 0.00016345210853220007
P('boston'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('where'|Ham) = 0.0009970578620464203
P('cut'|Ham) = 0.00029421379535796014
P('local'|Ham) = 0.00013076168682576005
P('accent'|Ham) = 0.00016345210853220007
P('knife'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('play'|Ham) = 0.00029421379535796014
P('organ'|Ham) = 4.903563255966002e-05
P('church'|Ham) = 6.538084341288002e-05
P('arlington'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('mass'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('where'|Ham) = 0.0009970578620464203
P('pastor'|Ham) = 1.1803309648025306e-05
P('wife'|Ham) = 0.00016345210853220007
P('midwest'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('craig'|Ham) = 1.1803309648025306e-05
P('thiersch'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('linguistics'|Ham) = 0.002419091206276561
P('professor'|Ham) = 0.0002288329519450801
P('tilburg'|Ham) = 4.903563255966002e-05
P('university'|Ham) = 0.004347826086956522
P('netherland'|Ham) = 0.0002778685845047401
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('child'|Ham) = 0.0005720823798627002
P('strong'|Ham) = 0.00017979731938542006
P('''|Ham) = 0.010362863680941484
P('towny'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('"'|Ham) = 0.017930696305982347
P('own'|Ham) = 0.00044132069303694016
P('rather'|Ham) = 0.0007355344883949003
P('limit'|Ham) = 0.00019614253023864008
P('experience'|Ham) = 0.0008009153318077803
P('child'|Ham) = 0.0005720823798627002
P('n't'|Ham) = 0.0014383785550833605
P('influence'|Ham) = 0.00021248774109186008
P('foreign'|Ham) = 0.0002615233736515201
P('accent'|Ham) = 0.00016345210853220007
P('parent'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('much'|Ham) = 0.0008826413860738803
P('less'|Ham) = 0.00044132069303694016
P('teacher'|Ham) = 0.00037593984962406017
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('echo'|Ham) = 1.6345210853220006e-05
P('university'|Ham) = 0.004347826086956522
P('georgium'|Ham) = 3.269042170644001e-05
P('professor'|Ham) = 0.0002288329519450801
P('michael'|Ham) = 0.00040863027133050016
P('.'|Ham) = 0.07358613926119648
P('covington'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('kid'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('peer'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('agree'|Ham) = 0.0002451781627983001
P('susan'|Ham) = 3.269042170644001e-05
P('ervin'|Ham) = 1.1803309648025306e-05
P('-'|Ham) = 0.03229813664596273
P('tripp'|Ham) = 1.1803309648025306e-05
P('university'|Ham) = 0.004347826086956522
P('californium'|Ham) = 0.0002451781627983001
P('berkeley'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('while'|Ham) = 0.00044132069303694016
P('linguist'|Ham) = 0.002239293886891141
P('roundly'|Ham) = 1.1803309648025306e-05
P('criticize'|Ham) = 1.1803309648025306e-05
P('petition'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('understand'|Ham) = 0.0004576659038901602
P('why'|Ham) = 0.0006701536449820203
P('parent'|Ham) = 1.6345210853220006e-05
P('sign'|Ham) = 0.00017979731938542006
P('.'|Ham) = 0.07358613926119648
P('note'|Ham) = 0.0006538084341288003
P('problem'|Ham) = 0.0008499509643674403
P('college'|Ham) = 0.0004903563255966002
P('student'|Ham) = 0.0013403072899640406
P('understand'|Ham) = 0.0004576659038901602
P('foreign'|Ham) = 0.0002615233736515201
P('professor'|Ham) = 0.0002288329519450801
P(','|Ham) = 0.06333769205622752
P('acknowledge'|Ham) = 3.269042170644001e-05
P('teacher'|Ham) = 0.00037593984962406017
P(''s'|Ham) = 0.004985289310232102
P('english'|Ham) = 0.002190258254331481
P('understandable'|Ham) = 3.269042170644001e-05
P('.'|Ham) = 0.07358613926119648
P('existence'|Ham) = 9.807126511932004e-05
P('accent'|Ham) = 0.00016345210853220007
P('reason'|Ham) = 0.00044132069303694016
P('rule'|Ham) = 0.0009970578620464203
P('hire'|Ham) = 6.538084341288002e-05
P('instructor'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
