(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('.'|Spam) = 0.08032452637838756
P('conclusion'|Spam) = 1.1803309648025306e-05
P(':'|Spam) = 0.008410500382295473
P('count'|Spam) = 1.1803309648025306e-05
P('5'|Spam) = 0.0016141364370062016
P('english'|Spam) = 1.1803309648025306e-05
P('word'|Spam) = 0.00038229547192252146
P('whose'|Spam) = 4.247727465805794e-05
P('primary'|Spam) = 1.1803309648025306e-05
P('meaning'|Spam) = 1.1803309648025306e-05
P('snow'|Spam) = 1.1803309648025306e-05
P('form'|Spam) = 0.0012318409650836802
P('snow'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('bobaljik'|Spam) = 1.1803309648025306e-05
P('allow'|Spam) = 0.00038229547192252146
P('5'|Spam) = 0.0016141364370062016
P('"'|Spam) = 0.008835273128876052
P('exclusively'|Spam) = 1.1803309648025306e-05
P('snow-relate'|Spam) = 1.1803309648025306e-05
P('simple'|Spam) = 0.0005097272958966952
P('root'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('yup'|Spam) = 1.1803309648025306e-05
P('''|Spam) = 0.0018265228102964913
P('ik'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('exclude'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('frost'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('explain'|Spam) = 0.0001274318239741738
P('above'|Spam) = 0.00038229547192252146
P(')'|Spam) = 0.004714977487044431
P('.'|Spam) = 0.08032452637838756
P('specialist'|Spam) = 8.495454931611588e-05
P('english'|Spam) = 1.1803309648025306e-05
P('etymology'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('experience'|Spam) = 0.00029734092260640555
P('oed'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('is'|Spam) = 0.00016990909863223177
P('_'|Spam) = 0.1741993033726956
P('muruaneq'|Spam) = 1.1803309648025306e-05
P('_'|Spam) = 0.1741993033726956
P(''s'|Spam) = 0.0026760683034576503
P('oft'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('deep'|Spam) = 1.1803309648025306e-05
P('snow'|Spam) = 1.1803309648025306e-05
P('''|Spam) = 0.0018265228102964913
P('really'|Spam) = 0.00029734092260640555
P('purely'|Spam) = 1.1803309648025306e-05
P('snow'|Spam) = 1.1803309648025306e-05
P('word'|Spam) = 0.00038229547192252146
P(','|Spam) = 0.033004842409311015
P('bobaljik'|Spam) = 1.1803309648025306e-05
P('?'|Spam) = 0.0028459774020898818
P('"'|Spam) = 0.008835273128876052
P('eskimo'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('language'|Spam) = 1.1803309648025306e-05
P('yup'|Spam) = 1.1803309648025306e-05
P('''|Spam) = 0.0018265228102964913
P('ik'|Spam) = 1.1803309648025306e-05
P('snow-word'|Spam) = 1.1803309648025306e-05
P('record'|Spam) = 0.0010194545917933905
P('detail'|Spam) = 0.0005097272958966952
P('.'|Spam) = 0.08032452637838756
P('david'|Spam) = 1.1803309648025306e-05
P('prager'|Spam) = 1.1803309648025306e-05
P('branner'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('yuen'|Spam) = 1.1803309648025306e-05
P('ren'|Spam) = 1.1803309648025306e-05
P('society'|Spam) = 1.1803309648025306e-05
P('asian'|Spam) = 0.0001274318239741738
P('l&l'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('do-21'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('university'|Spam) = 4.247727465805794e-05
P('washington'|Spam) = 0.0001274318239741738
P('seattle'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('wa'|Spam) = 1.1803309648025306e-05
P('98195'|Spam) = 1.1803309648025306e-05
P('='|Spam) = 0.0038229547192252145
P('09'|Spam) = 1.1803309648025306e-05
P('='|Spam) = 0.0038229547192252145
P('09'|Spam) = 1.1803309648025306e-05
P('='|Spam) = 0.0038229547192252145
P('09'|Spam) = 1.1803309648025306e-05
P('='|Spam) = 0.0038229547192252145
P('09'|Spam) = 1.1803309648025306e-05
P('<'|Spam) = 8.495454931611588e-05
P('charmius'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('u'|Spam) = 0.00029734092260640555
P('.'|Spam) = 0.08032452637838756
P('washington'|Spam) = 0.0001274318239741738
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P('>'|Spam) = 0.0031008410500382297
log P(Spam, all words) = -2078.37812239


(2) P(Ham, all words)
P('Subject:'|Ham) = 0.0035959463877084014
P('english'|Ham) = 0.002190258254331481
P('snow'|Ham) = 0.0008826413860738803
P('word'|Ham) = 0.0017816279830009808
P('jonathan'|Ham) = 6.538084341288002e-05
P('david'|Ham) = 0.0002615233736515201
P('bobaljik'|Ham) = 1.6345210853220006e-05
P('post'|Ham) = 0.0006701536449820203
P('message'|Ham) = 0.00037593984962406017
P('vol'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('5-1276'|Ham) = 1.1803309648025306e-05
P('list'|Ham) = 0.0011278195488721805
P('discuss'|Ham) = 0.00029421379535796014
P('various'|Ham) = 0.00037593984962406017
P('yup'|Ham) = 4.903563255966002e-05
P('''|Ham) = 0.010362863680941484
P('ik'|Ham) = 4.903563255966002e-05
P('word'|Ham) = 0.0017816279830009808
P('snow'|Ham) = 0.0008826413860738803
P('contribute'|Ham) = 0.00019614253023864008
P('anthony'|Ham) = 8.172605426610003e-05
P('woodbury'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('sake'|Ham) = 8.172605426610003e-05
P('comparison'|Ham) = 0.00014710689767898007
P('list'|Ham) = 0.0011278195488721805
P('9'|Ham) = 0.0003595946387708401
P('10'|Ham) = 0.0008009153318077803
P('english'|Ham) = 0.002190258254331481
P('word'|Ham) = 0.0017816279830009808
P('snow'|Ham) = 0.0008826413860738803
P('snow-like'|Ham) = 1.1803309648025306e-05
P('thing'|Ham) = 0.0005557371690094802
P('.'|Ham) = 0.07358613926119648
P('useful'|Ham) = 0.00014710689767898007
P('whether'|Ham) = 0.0006701536449820203
P('each'|Ham) = 0.0005067015364498202
P('english'|Ham) = 0.002190258254331481
P('word'|Ham) = 0.0017816279830009808
P('means'|Ham) = 0.0002451781627983001
P('_'|Ham) = 0.013370382477933965
P('primarily'|Ham) = 4.903563255966002e-05
P('_'|Ham) = 0.013370382477933965
P('snow'|Ham) = 0.0008826413860738803
P('whether'|Ham) = 0.0006701536449820203
P('snow'|Ham) = 0.0008826413860738803
P('sense'|Ham) = 0.00037593984962406017
P('derive'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('figurative'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('otherwise'|Ham) = 9.807126511932004e-05
P('secondary'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('consult'|Ham) = 1.6345210853220006e-05
P('various'|Ham) = 0.00037593984962406017
P('edition'|Ham) = 9.807126511932004e-05
P('oxford'|Ham) = 0.00014710689767898007
P('english'|Ham) = 0.002190258254331481
P('dictionary'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P('result'|Ham) = 0.0005230467473030402
P('follow'|Ham) = 0.0011278195488721805
P(':'|Ham) = 0.016508662961752206
P('.'|Ham) = 0.07358613926119648
P('acceptable'|Ham) = 4.903563255966002e-05
P('case'|Ham) = 0.0009643674403399803
P(':'|Ham) = 0.016508662961752206
P('1'|Ham) = 0.0016018306636155606
P('.'|Ham) = 0.07358613926119648
P('snow'|Ham) = 0.0008826413860738803
P(':'|Ham) = 0.016508662961752206
P('english'|Ham) = 0.002190258254331481
P('word'|Ham) = 0.0017816279830009808
P('respectable'|Ham) = 1.6345210853220006e-05
P('pedigree'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('mean'|Ham) = 0.0006538084341288003
P('primarily'|Ham) = 4.903563255966002e-05
P('snow'|Ham) = 0.0008826413860738803
P('.'|Ham) = 0.07358613926119648
P('2'|Ham) = 0.0011441647597254005
P('.'|Ham) = 0.07358613926119648
P('sleet'|Ham) = 1.6345210853220006e-05
P(':'|Ham) = 0.016508662961752206
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('eskimo'|Ham) = 0.0003595946387708401
P('term'|Ham) = 0.0008989865969271004
P('correspond'|Ham) = 4.903563255966002e-05
P('?'|Ham) = 0.004118993135011442
P('3'|Ham) = 0.0017816279830009808
P('.'|Ham) = 0.07358613926119648
P('slush'|Ham) = 1.1803309648025306e-05
P(':'|Ham) = 0.016508662961752206
P('.'|Ham) = 0.07358613926119648
P('4'|Ham) = 0.0005884275907159203
P('.'|Ham) = 0.07358613926119648
P('avalanche'|Ham) = 3.269042170644001e-05
P(':'|Ham) = 0.016508662961752206
P('word'|Ham) = 0.0017816279830009808
P('seem'|Ham) = 0.0010951291271657404
P('refer'|Ham) = 0.0002615233736515201
P('snow'|Ham) = 0.0008826413860738803
P('avalanch'|Ham) = 1.1803309648025306e-05
P('begin'|Ham) = 0.00029421379535796014
P('.'|Ham) = 0.07358613926119648
P('5'|Ham) = 0.0008336057535142204
P('.'|Ham) = 0.07358613926119648
P('blizzard'|Ham) = 0.00013076168682576005
P(':'|Ham) = 0.016508662961752206
P('first'|Ham) = 0.0012912716574043806
P('edition'|Ham) = 9.807126511932004e-05
P('oed'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('modern'|Ham) = 0.0006211180124223603
P('word'|Ham) = 0.0017816279830009808
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('apply'|Ham) = 0.0009970578620464203
P(''s'|Ham) = 0.004985289310232102
P('now-squall'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('''|Ham) = 0.010362863680941484
P('word'|Ham) = 0.0017816279830009808
P('become'|Ham) = 0.0004903563255966002
P('general'|Ham) = 0.0007845701209545603
P('american'|Ham) = 0.0004740111147433802
P('newspaper'|Ham) = 3.269042170644001e-05
P('during'|Ham) = 0.00017979731938542006
P('severe'|Ham) = 3.269042170644001e-05
P('winter'|Ham) = 6.538084341288002e-05
P('1880-81'|Ham) = 1.1803309648025306e-05
P(';'|Ham) = 0.0017162471395881006
P('accord'|Ham) = 0.00013076168682576005
P('_'|Ham) = 0.013370382477933965
P('milwaukee'|Ham) = 1.1803309648025306e-05
P('republican'|Ham) = 1.1803309648025306e-05
P('_'|Ham) = 0.013370382477933965
P('='|Ham) = 0.013092513893429225
P('ff'|Ham) = 0.00013076168682576005
P('4'|Ham) = 0.0005884275907159203
P('march'|Ham) = 0.00013076168682576005
P('1881'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('apply'|Ham) = 0.0009970578620464203
P('_'|Ham) = 0.013370382477933965
P('northern'|Ham) = 0.0002615233736515201
P('vindicator'|Ham) = 1.1803309648025306e-05
P('_'|Ham) = 0.013370382477933965
P('('|Ham) = 0.018306636155606407
P('esthersville'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('iowa'|Ham) = 1.1803309648025306e-05
P(')'|Ham) = 0.018976789800588426
P('between'|Ham) = 0.0008172605426610003
P('1860'|Ham) = 1.1803309648025306e-05
P('1870'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('apparently'|Ham) = 8.172605426610003e-05
P('colloquial'|Ham) = 6.538084341288002e-05
P('west'|Ham) = 0.00017979731938542006
P('much'|Ham) = 0.0008826413860738803
P('earlier'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('latest'|Ham) = 1.6345210853220006e-05
P('edition'|Ham) = 9.807126511932004e-05
P('oed'|Ham) = 1.1803309648025306e-05
P('citation'|Ham) = 0.0006864988558352403
P('1859'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('b'|Ham) = 0.0006374632232755802
P('.'|Ham) = 0.07358613926119648
P('doubtful'|Ham) = 1.1803309648025306e-05
P('case'|Ham) = 0.0009643674403399803
P(':'|Ham) = 0.016508662961752206
P('1'|Ham) = 0.0016018306636155606
P('.'|Ham) = 0.07358613926119648
P('cornice'|Ham) = 4.903563255966002e-05
P(':'|Ham) = 0.016508662961752206
P('really'|Ham) = 0.00032690421706440013
P('architectural'|Ham) = 1.1803309648025306e-05
P('term'|Ham) = 0.0008989865969271004
P(','|Ham) = 0.06333769205622752
P('mean'|Ham) = 0.0006538084341288003
P('"'|Ham) = 0.017930696305982347
P('crown'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('build'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('refer'|Ham) = 0.0002615233736515201
P('type'|Ham) = 0.0006211180124223603
P('snow'|Ham) = 0.0008826413860738803
P('formation'|Ham) = 4.903563255966002e-05
P('merely'|Ham) = 4.903563255966002e-05
P('figurative'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('2'|Ham) = 0.0011441647597254005
P('.'|Ham) = 0.07358613926119648
P('firn'|Ham) = 1.1803309648025306e-05
P(':'|Ham) = 0.016508662961752206
P('certainly'|Ham) = 0.00019614253023864008
P('rare'|Ham) = 1.6345210853220006e-05
P('specialize'|Ham) = 3.269042170644001e-05
P('word'|Ham) = 0.0017816279830009808
P('.'|Ham) = 0.07358613926119648
P('oed'|Ham) = 1.1803309648025306e-05
P('mark'|Ham) = 0.0005067015364498202
P('"'|Ham) = 0.017930696305982347
P('naturalize'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P(';'|Ham) = 0.0017162471395881006
P('synonym'|Ham) = 3.269042170644001e-05
P('_'|Ham) = 0.013370382477933965
P('n'|Ham) = 0.0006374632232755802
P('''|Ham) = 0.010362863680941484
P('ev'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('e'|Ham) = 0.0016508662961752206
P('_'|Ham) = 0.013370382477933965
P('mark'|Ham) = 0.0005067015364498202
P('same'|Ham) = 0.0005720823798627002
P('.'|Ham) = 0.07358613926119648
P('accept'|Ham) = 0.00031055900621118014
P('neither'|Ham) = 9.807126511932004e-05
P('.'|Ham) = 0.07358613926119648
P('3'|Ham) = 0.0017816279830009808
P('.'|Ham) = 0.07358613926119648
P('drift'|Ham) = 3.269042170644001e-05
P(':'|Ham) = 0.016508662961752206
P('mean'|Ham) = 0.0006538084341288003
P(''s'|Ham) = 0.004985289310232102
P('now-drift'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('word'|Ham) = 0.0017816279830009808
P('attest'|Ham) = 4.903563255966002e-05
P('c'|Ham) = 0.0011932003922850605
P('.'|Ham) = 0.07358613926119648
P('1300'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('('|Ham) = 0.018306636155606407
P('"'|Ham) = 0.017930696305982347
P('castel'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('quitter'|Ham) = 1.1803309648025306e-05
P('e'|Ham) = 0.0016508662961752206
P('pan'|Ham) = 1.1803309648025306e-05
P('snau'|Ham) = 1.1803309648025306e-05
P('drif'|Ham) = 1.1803309648025306e-05
P('['|Ham) = 0.0015364498202026806
P('t'|Ham) = 0.0004903563255966002
P(']'|Ham) = 0.0015201046093494606
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P(')'|Ham) = 0.018976789800588426
P('clearly'|Ham) = 0.00032690421706440013
P('too'|Ham) = 0.0002778685845047401
P('many'|Ham) = 0.0014220333442301406
P('relate'|Ham) = 0.0004740111147433802
P('senses'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('"'|Ham) = 0.017930696305982347
P('off-course'|Ham) = 1.1803309648025306e-05
P('movement'|Ham) = 8.172605426610003e-05
P('boat'|Ham) = 3.269042170644001e-05
P('"'|Ham) = 0.017930696305982347
P('"'|Ham) = 0.017930696305982347
P('gist'|Ham) = 1.6345210853220006e-05
P('someone'|Ham) = 0.00029421379535796014
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('drift'|Ham) = 3.269042170644001e-05
P('relate'|Ham) = 0.0004740111147433802
P('"'|Ham) = 0.017930696305982347
P('drive'|Ham) = 9.807126511932004e-05
P('"'|Ham) = 0.017930696305982347
P('.'|Ham) = 0.07358613926119648
P('compare'|Ham) = 0.0002615233736515201
P('bobaljik'|Ham) = 1.6345210853220006e-05
P(''s'|Ham) = 0.004985289310232102
P('discussion'|Ham) = 0.0006211180124223603
P('yup'|Ham) = 4.903563255966002e-05
P('''|Ham) = 0.010362863680941484
P('ik'|Ham) = 4.903563255966002e-05
P('_'|Ham) = 0.013370382477933965
P('natquik'|Ham) = 1.6345210853220006e-05
P('_'|Ham) = 0.013370382477933965
P(''d'|Ham) = 0.0002451781627983001
P('rift'|Ham) = 1.6345210853220006e-05
P('snow'|Ham) = 0.0008826413860738803
P('''|Ham) = 0.010362863680941484
P('.'|Ham) = 0.07358613926119648
P('4'|Ham) = 0.0005884275907159203
P('.'|Ham) = 0.07358613926119648
P('flurry'|Ham) = 1.6345210853220006e-05
P(':'|Ham) = 0.016508662961752206
P('word'|Ham) = 0.0017816279830009808
P('means'|Ham) = 0.0002451781627983001
P('primarily'|Ham) = 4.903563255966002e-05
P('''|Ham) = 0.010362863680941484
P('gust'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P(''s'|Ham) = 0.004985289310232102
P('quall'|Ham) = 1.1803309648025306e-05
P('''|Ham) = 0.010362863680941484
P('.'|Ham) = 0.07358613926119648
P('washington'|Ham) = 0.00016345210853220007
P('irving'|Ham) = 1.1803309648025306e-05
P('cite'|Ham) = 0.00034324942791762013
P('1836'|Ham) = 1.1803309648025306e-05
P('talk'|Ham) = 0.0004903563255966002
P('"'|Ham) = 0.017930696305982347
P('flurry'|Ham) = 1.6345210853220006e-05
P('snow'|Ham) = 0.0008826413860738803
P('"'|Ham) = 0.017930696305982347
P(','|Ham) = 0.06333769205622752
P('case'|Ham) = 0.0009643674403399803
P('flurry'|Ham) = 1.6345210853220006e-05
P('rain'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('bird'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('conclusion'|Ham) = 0.00021248774109186008
P(':'|Ham) = 0.016508662961752206
P('primarily'|Ham) = 4.903563255966002e-05
P('snow'|Ham) = 0.0008826413860738803
P('word'|Ham) = 0.0017816279830009808
P('.'|Ham) = 0.07358613926119648
P('5'|Ham) = 0.0008336057535142204
P('.'|Ham) = 0.07358613926119648
P('sinkhole'|Ham) = 1.1803309648025306e-05
P(':'|Ham) = 0.016508662961752206
P('bobaljik'|Ham) = 1.6345210853220006e-05
P('reject'|Ham) = 0.00011441647597254005
P('_'|Ham) = 0.013370382477933965
P('muruaneq'|Ham) = 1.6345210853220006e-05
P('_'|Ham) = 0.013370382477933965
P(''s'|Ham) = 0.004985289310232102
P('oft'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('deep'|Ham) = 8.172605426610003e-05
P('snow'|Ham) = 0.0008826413860738803
P('''|Ham) = 0.010362863680941484
P(','|Ham) = 0.06333769205622752
P('offer'|Ham) = 0.00039228506047728017
P('"'|Ham) = 0.017930696305982347
P('sinkhole'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('roughly'|Ham) = 6.538084341288002e-05
P('comparable'|Ham) = 1.6345210853220006e-05
P('('|Ham) = 0.018306636155606407
P('presumably'|Ham) = 4.903563255966002e-05
P('unacceptable'|Ham) = 1.1803309648025306e-05
P(')'|Ham) = 0.018976789800588426
P('.'|Ham) = 0.07358613926119648
P('='|Ham) = 0.013092513893429225
P('20'|Ham) = 0.0005067015364498202
P('"'|Ham) = 0.017930696305982347
P('sinkhole'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('oed'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('understand'|Ham) = 0.0004576659038901602
P('sinkhole'|Ham) = 1.1803309648025306e-05
P('depression'|Ham) = 1.6345210853220006e-05
P('liquid'|Ham) = 1.1803309648025306e-05
P('collect'|Ham) = 8.172605426610003e-05
P(','|Ham) = 0.06333769205622752
P('especially'|Ham) = 0.00034324942791762013
P('grind'|Ham) = 0.00014710689767898007
P('.'|Ham) = 0.07358613926119648
P('anything'|Ham) = 0.0002778685845047401
P('snow'|Ham) = 0.0008826413860738803
P('per'|Ham) = 0.00021248774109186008
P('se'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('*'|Ham) = 0.02265446224256293
P('c'|Ham) = 0.0011932003922850605
P('.'|Ham) = 0.07358613926119648
P('special'|Ham) = 0.00040863027133050016
P('case'|Ham) = 0.0009643674403399803
P(':'|Ham) = 0.016508662961752206
P('1'|Ham) = 0.0016018306636155606
P('.'|Ham) = 0.07358613926119648
P('frost'|Ham) = 6.538084341288002e-05
P(':'|Ham) = 0.016508662961752206
P('leave'|Ham) = 0.0002778685845047401
P('"'|Ham) = 0.017930696305982347
P('frost'|Ham) = 6.538084341288002e-05
P('"'|Ham) = 0.017930696305982347
P('english'|Ham) = 0.002190258254331481
P('list'|Ham) = 0.0011278195488721805
P(','|Ham) = 0.06333769205622752
