(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P(':'|Spam) = 0.008410500382295473
P('matter'|Spam) = 0.0001274318239741738
P('?'|Spam) = 0.0028459774020898818
P('grow'|Spam) = 0.0001274318239741738
P('several'|Spam) = 0.00029734092260640555
P('different'|Spam) = 0.0008070682185031008
P('place'|Spam) = 0.0004247727465805794
P('english'|Spam) = 1.1803309648025306e-05
P('undergo'|Spam) = 1.1803309648025306e-05
P('number'|Spam) = 0.0010194545917933905
P('shift'|Spam) = 1.1803309648025306e-05
P('-'|Spam) = 0.04727720669441848
P('-'|Spam) = 0.04727720669441848
P('even'|Spam) = 0.0010619318664514485
P('japanese'|Spam) = 1.1803309648025306e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('while'|Spam) = 0.0002548636479483476
P('.'|Spam) = 0.08032452637838756
P('english'|Spam) = 1.1803309648025306e-05
P('quite'|Spam) = 1.1803309648025306e-05
P('native'|Spam) = 1.1803309648025306e-05
P('n't'|Spam) = 0.0016141364370062016
P('different'|Spam) = 0.0008070682185031008
P('stage'|Spam) = 1.1803309648025306e-05
P('through'|Spam) = 0.00033981819726446353
P('harm'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('"'|Spam) = 0.008835273128876052
P('craig'|Spam) = 1.1803309648025306e-05
P('thiersch'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('thiersch'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('kub'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('nl'|Spam) = 1.1803309648025306e-05
P(')'|Spam) = 0.004714977487044431
P(':'|Spam) = 0.008410500382295473
P('"'|Spam) = 0.008835273128876052
P('''|Spam) = 0.0018265228102964913
P('m'|Spam) = 0.0004247727465805794
P('afraid'|Spam) = 1.1803309648025306e-05
P('n't'|Spam) = 0.0016141364370062016
P('citation'|Spam) = 4.247727465805794e-05
P('linguistics'|Spam) = 1.1803309648025306e-05
P('literature'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('our'|Spam) = 0.003483136521960751
P('phonologist'|Spam) = 1.1803309648025306e-05
P('n't'|Spam) = 0.0016141364370062016
P('here'|Spam) = 0.0006796363945289271
P('today'|Spam) = 0.0011468864157675644
P(','|Spam) = 0.033004842409311015
P('''|Spam) = 0.0018265228102964913
P('re'|Spam) = 0.00029734092260640555
P('right'|Spam) = 0.0005522045705547532
P(':'|Spam) = 0.008410500382295473
P(''s'|Spam) = 0.0026760683034576503
P('less'|Spam) = 0.00033981819726446353
P('common'|Spam) = 4.247727465805794e-05
P('knowledge'|Spam) = 8.495454931611588e-05
P('child'|Spam) = 0.0005097272958966952
P('virtually'|Spam) = 0.00016990909863223177
P('alway'|Spam) = 0.0002123863732902897
P('acquire'|Spam) = 8.495454931611588e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('peer'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('parent'|Spam) = 0.00016990909863223177
P(','|Spam) = 0.033004842409311015
P('teacher'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('adult'|Spam) = 0.0006371591198708691
P('.'|Spam) = 0.08032452637838756
P('countless'|Spam) = 4.247727465805794e-05
P('example'|Spam) = 8.495454931611588e-05
P('own'|Spam) = 0.0008920227678192168
P('experience'|Spam) = 0.00029734092260640555
P(':'|Spam) = 0.008410500382295473
P('instance'|Spam) = 8.495454931611588e-05
P(','|Spam) = 0.033004842409311015
P('live'|Spam) = 0.0007221136691869849
P('boston'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('where'|Spam) = 0.0002123863732902897
P('cut'|Spam) = 0.0001274318239741738
P('local'|Spam) = 8.495454931611588e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('knife'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('play'|Spam) = 8.495454931611588e-05
P('organ'|Spam) = 1.1803309648025306e-05
P('church'|Spam) = 1.1803309648025306e-05
P('arlington'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('mass'|Spam) = 0.0002548636479483476
P('.'|Spam) = 0.08032452637838756
P(','|Spam) = 0.033004842409311015
P('where'|Spam) = 0.0002123863732902897
P('pastor'|Spam) = 1.1803309648025306e-05
P('wife'|Spam) = 1.1803309648025306e-05
P('mid'|Spam) = 1.1803309648025306e-05
P('-'|Spam) = 0.04727720669441848
P('west'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('child'|Spam) = 0.0005097272958966952
P('strong'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('towny'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('arlington'|Spam) = 4.247727465805794e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('"'|Spam) = 0.008835273128876052
P('amy'|Spam) = 4.247727465805794e-05
P('sheldon'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('asheldon'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('vx'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('ac'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('umn'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P(')'|Spam) = 0.004714977487044431
P(':'|Spam) = 0.008410500382295473
P('"'|Spam) = 0.008835273128876052
P('interest'|Spam) = 0.0006371591198708691
P('learn'|Spam) = 0.0004247727465805794
P('daughter'|Spam) = 1.1803309648025306e-05
P('never'|Spam) = 0.0004672500212386373
P('acquire'|Spam) = 8.495454931611588e-05
P('pronunciation'|Spam) = 1.1803309648025306e-05
P('3'|Spam) = 0.002336250106193187
P('adult'|Spam) = 0.0006371591198708691
P('home'|Spam) = 0.0011468864157675644
P(','|Spam) = 0.033004842409311015
P('differ'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('assume'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('local'|Spam) = 8.495454931611588e-05
P('dialect'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('add'|Spam) = 0.0014017500637159119
P('our'|Spam) = 0.003483136521960751
P('9'|Spam) = 0.0012743182397417382
P('&'|Spam) = 0.0009345000424772746
P('12'|Spam) = 0.0012318409650836802
P('old'|Spam) = 0.0002548636479483476
P('father'|Spam) = 8.495454931611588e-05
P(''s'|Spam) = 0.0026760683034576503
P('quebec'|Spam) = 1.1803309648025306e-05
P('french'|Spam) = 1.1803309648025306e-05
P('pronunciation'|Spam) = 1.1803309648025306e-05
P('translation'|Spam) = 1.1803309648025306e-05
P('speech'|Spam) = 1.1803309648025306e-05
P('occasion'|Spam) = 1.1803309648025306e-05
P('speech'|Spam) = 1.1803309648025306e-05
P('form'|Spam) = 0.0012318409650836802
P('/'|Spam) = 0.006456545748024806
P('usage'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('seem'|Spam) = 4.247727465805794e-05
P('rid'|Spam) = 4.247727465805794e-05
P('learn'|Spam) = 0.0004247727465805794
P('local'|Spam) = 8.495454931611588e-05
P('dialect'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P(','|Spam) = 0.033004842409311015
P('speech'|Spam) = 1.1803309648025306e-05
P('persist'|Spam) = 1.1803309648025306e-05
P('theirs'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('recently'|Spam) = 1.1803309648025306e-05
P('ask'|Spam) = 0.0005946818452128111
P('daddy'|Spam) = 1.1803309648025306e-05
P('foreign'|Spam) = 0.00016990909863223177
P('accent'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('n't'|Spam) = 0.0016141364370062016
P('.'|Spam) = 0.08032452637838756
P('must'|Spam) = 0.0005946818452128111
P('admit'|Spam) = 8.495454931611588e-05
P(','|Spam) = 0.033004842409311015
P('stop'|Spam) = 0.0005097272958966952
P('second'|Spam) = 4.247727465805794e-05
P('before'|Spam) = 0.0007221136691869849
P('realize'|Spam) = 0.0002548636479483476
P('indeed'|Spam) = 1.1803309648025306e-05
P('accent'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('reflection'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('our'|Spam) = 0.003483136521960751
P('kid'|Spam) = 8.495454931611588e-05
P('admit'|Spam) = 8.495454931611588e-05
P('too'|Spam) = 0.00033981819726446353
P('.'|Spam) = 0.08032452637838756
P('sense'|Spam) = 4.247727465805794e-05
P('n't'|Spam) = 0.0016141364370062016
P('minute'|Spam) = 0.0007221136691869849
P('minute'|Spam) = 0.0007221136691869849
P('basis'|Spam) = 0.0001274318239741738
P('speak'|Spam) = 1.1803309648025306e-05
P('differently'|Spam) = 1.1803309648025306e-05
P('us'|Spam) = 0.002123863732902897
P(','|Spam) = 0.033004842409311015
P('though'|Spam) = 0.00016990909863223177
P('certain'|Spam) = 0.0001274318239741738
P('pronunciation'|Spam) = 1.1803309648025306e-05
P('translation'|Spam) = 1.1803309648025306e-05
P('occasion'|Spam) = 1.1803309648025306e-05
P('strike'|Spam) = 1.1803309648025306e-05
P('us'|Spam) = 0.002123863732902897
P('noticeably'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P(''d'|Spam) = 1.1803309648025306e-05
P('imagine'|Spam) = 0.00016990909863223177
P('student'|Spam) = 0.0002123863732902897
P('class'|Spam) = 0.0002548636479483476
P('nonnative'|Spam) = 1.1803309648025306e-05
P('teacher'|Spam) = 1.1803309648025306e-05
P('muight'|Spam) = 1.1803309648025306e-05
P('same'|Spam) = 0.00029734092260640555
P('perception'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('esp'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('teacher'|Spam) = 1.1803309648025306e-05
P('fluent'|Spam) = 1.1803309648025306e-05
P('english'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('although'|Spam) = 4.247727465805794e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('"'|Spam) = 0.008835273128876052
P('apply'|Spam) = 0.0002123863732902897
P('linguistics'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('example'|Spam) = 8.495454931611588e-05
P('.'|Spam) = 0.08032452637838756
P('"'|Spam) = 0.008835273128876052
P('reference'|Spam) = 4.247727465805794e-05
P('discussion'|Spam) = 1.1803309648025306e-05
P('yield'|Spam) = 1.1803309648025306e-05
P('far'|Spam) = 1.1803309648025306e-05
P('contribute'|Spam) = 4.247727465805794e-05
P('catherine'|Spam) = 1.1803309648025306e-05
P('doughty'|Spam) = 1.1803309648025306e-05
P('susan'|Spam) = 4.247727465805794e-05
P('ervin'|Spam) = 1.1803309648025306e-05
P('-'|Spam) = 0.04727720669441848
P('tripp'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('catherine'|Spam) = 1.1803309648025306e-05
P('doughty'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('catherine'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('doughty'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('linguistics'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('su'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('au'|Spam) = 1.1803309648025306e-05
P(')'|Spam) = 0.004714977487044431
P(':'|Spam) = 0.008410500382295473
P('"'|Spam) = 0.008835273128876052
P('ability'|Spam) = 0.0001274318239741738
P('"'|Spam) = 0.008835273128876052
P('affect'|Spam) = 1.1803309648025306e-05
P('phonology'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('seem'|Spam) = 4.247727465805794e-05
P('earliest'|Spam) = 1.1803309648025306e-05
P('thing'|Spam) = 0.00029734092260640555
P('term'|Spam) = 4.247727465805794e-05
P('maturational'|Spam) = 1.1803309648025306e-05
P('constraint'|Spam) = 1.1803309648025306e-05
P('language'|Spam) = 1.1803309648025306e-05
P('acquisition'|Spam) = 1.1803309648025306e-05
P('-'|Spam) = 0.04727720669441848
P('-'|Spam) = 0.04727720669441848
P('work'|Spam) = 0.0015291818876900858
P('johnson'|Spam) = 1.1803309648025306e-05
P('&'|Spam) = 0.0009345000424772746
P('newport'|Spam) = 1.1803309648025306e-05
P('1989'|Spam) = 1.1803309648025306e-05
P('cognitive'|Spam) = 1.1803309648025306e-05
P('psychology'|Spam) = 1.1803309648025306e-05
P('21'|Spam) = 0.0004672500212386373
P('.'|Spam) = 0.08032452637838756
P('j'|Spam) = 8.495454931611588e-05
P('&'|Spam) = 0.0009345000424772746
P('n'|Spam) = 0.0002123863732902897
P('set'|Spam) = 0.0005522045705547532
P('age'|Spam) = 0.0004247727465805794
P('begin'|Spam) = 0.0002548636479483476
P('decline'|Spam) = 1.1803309648025306e-05
P('5'|Spam) = 0.0016141364370062016
P('6'|Spam) = 0.0005097272958966952
P('.'|Spam) = 0.08032452637838756
P('another'|Spam) = 8.495454931611588e-05
P('interest'|Spam) = 0.0006371591198708691
P('case'|Spam) = 0.0001274318239741738
P('analogous'|Spam) = 1.1803309648025306e-05
P('case'|Spam) = 0.0001274318239741738
P('simon'|Spam) = 1.1803309648025306e-05
P('profoundly'|Spam) = 1.1803309648025306e-05
P('deaf'|Spam) = 1.1803309648025306e-05
P('child'|Spam) = 0.0005097272958966952
P('profoundly'|Spam) = 1.1803309648025306e-05
P('deaf'|Spam) = 1.1803309648025306e-05
P('parent'|Spam) = 0.00016990909863223177
P('.'|Spam) = 0.08032452637838756
P('simon'|Spam) = 1.1803309648025306e-05
P(''s'|Spam) = 0.0026760683034576503
P('parent'|Spam) = 0.00016990909863223177
P('late'|Spam) = 4.247727465805794e-05
P('acquirer'|Spam) = 1.1803309648025306e-05
P('asl'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('learn'|Spam) = 0.0004247727465805794
P('age'|Spam) = 0.0004247727465805794
P('16'|Spam) = 0.0002548636479483476
P('&'|Spam) = 0.0009345000424772746
P('15'|Spam) = 0.0005097272958966952
P(')'|Spam) = 0.004714977487044431
P('provide'|Spam) = 0.0004247727465805794
P('non-native'|Spam) = 1.1803309648025306e-05
P('different'|Spam) = 0.0008070682185031008
P('version'|Spam) = 8.495454931611588e-05
P('asl'|Spam) = 1.1803309648025306e-05
P('child'|Spam) = 0.0005097272958966952
P('.'|Spam) = 0.08032452637838756
P('source'|Spam) = 1.1803309648025306e-05
P('input'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('simon'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('normal'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('school'|Spam) = 0.0002548636479483476
P('where'|Spam) = 0.0002123863732902897
P('one'|Spam) = 0.0025911137541415343
P('asl'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('simon'|Spam) = 1.1803309648025306e-05
P(''s'|Spam) = 0.0026760683034576503
P('asl'|Spam) = 1.1803309648025306e-05
P('comparable'|Spam) = 1.1803309648025306e-05
P('asl'|Spam) = 1.1803309648025306e-05
P('child'|Spam) = 0.0005097272958966952
P('learn'|Spam) = 0.0004247727465805794
P('asl'|Spam) = 1.1803309648025306e-05
P('native'|Spam) = 1.1803309648025306e-05
P('signer'|Spam) = 1.1803309648025306e-05
P('-'|Spam) = 0.04727720669441848
P('-'|Spam) = 0.04727720669441848
P('e'|Spam) = 0.0013167955143997961
P('.'|Spam) = 0.08032452637838756
P('g'|Spam) = 8.495454931611588e-05
P('.'|Spam) = 0.08032452637838756
P(','|Spam) = 0.033004842409311015
P('nativelike'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('('|Spam) = 0.004162772916489678
P('singleton'|Spam) = 1.1803309648025306e-05
P('1989'|Spam) = 1.1803309648025306e-05
P('dissertation'|Spam) = 1.1803309648025306e-05
P(')'|Spam) = 0.004714977487044431
P('.'|Spam) = 0.08032452637838756
P('susan'|Spam) = 4.247727465805794e-05
P('ervin'|Spam) = 1.1803309648025306e-05
P('-'|Spam) = 0.04727720669441848
P('tripp'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('ervin-tr'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('cogscus'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('berkeley'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P(')'|Spam) = 0.004714977487044431
P(':'|Spam) = 0.008410500382295473
P('"'|Spam) = 0.008835273128876052
P('nearly'|Spam) = 1.1803309648025306e-05
P('impossible'|Spam) = 1.1803309648025306e-05
P('child'|Spam) = 0.0005097272958966952
P('influence'|Spam) = 1.1803309648025306e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('grade'|Spam) = 4.247727465805794e-05
P('school'|Spam) = 0.0002548636479483476
P('teacher'|Spam) = 1.1803309648025306e-05
P('unless'|Spam) = 4.247727465805794e-05
P('prestige'|Spam) = 1.1803309648025306e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('community'|Spam) = 8.495454931611588e-05
P(','|Spam) = 0.033004842409311015
P('child'|Spam) = 0.0005097272958966952
P('.'|Spam) = 0.08032452637838756
P('labov'|Spam) = 1.1803309648025306e-05
P('show'|Spam) = 0.0008495454931611588
P('convincingly'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('kid'|Spam) = 8.495454931611588e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('peer'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('hand'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('run'|Spam) = 0.0004247727465805794
P('report'|Spam) = 0.0017415682609803755
P('case'|Spam) = 0.0001274318239741738
P('child'|Spam) = 0.0005097272958966952
P('preserve'|Spam) = 1.1803309648025306e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('immigrant'|Spam) = 1.1803309648025306e-05
P('parent'|Spam) = 0.00016990909863223177
P(','|Spam) = 0.033004842409311015
P('unusual'|Spam) = 1.1803309648025306e-05
P('case'|Spam) = 0.0001274318239741738
P('socially'|Spam) = 1.1803309648025306e-05
P('isolate'|Spam) = 1.1803309648025306e-05
P('child'|Spam) = 0.0005097272958966952
P('.'|Spam) = 0.08032452637838756
P('example'|Spam) = 8.495454931611588e-05
P(','|Spam) = 0.033004842409311015
P('clinical'|Spam) = 1.1803309648025306e-05
P('literature'|Spam) = 1.1803309648025306e-05
P('case'|Spam) = 0.0001274318239741738
P('8'|Spam) = 0.0008495454931611588
P('old'|Spam) = 0.0002548636479483476
P('immigrate'|Spam) = 1.1803309648025306e-05
P('3'|Spam) = 0.002336250106193187
P(','|Spam) = 0.033004842409311015
P('still'|Spam) = 0.00016990909863223177
P('"'|Spam) = 0.008835273128876052
P('father'|Spam) = 8.495454931611588e-05
P(''s'|Spam) = 0.0026760683034576503
P('accent'|Spam) = 1.1803309648025306e-05
P('"'|Spam) = 0.008835273128876052
P('.'|Spam) = 0.08032452637838756
P('psychoanalyze'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('!'|Spam) = 0.024594342027015548
P(')'|Spam) = 0.004714977487044431
P('lose'|Spam) = 8.495454931611588e-05
P('accent'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('speak'|Spam) = 1.1803309648025306e-05
P('peer'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('become'|Spam) = 0.0005097272958966952
P('able'|Spam) = 0.00029734092260640555
P('mimic'|Spam) = 1.1803309648025306e-05
P('accent'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('buxbaum'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('psychoanalytic'|Spam) = 1.1803309648025306e-05
P('quarterly'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('18'|Spam) = 8.495454931611588e-05
P(','|Spam) = 0.033004842409311015
P('279-289'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('1949'|Spam) = 1.1803309648025306e-05
P(')'|Spam) = 0.004714977487044431
P('.'|Spam) = 0.08032452637838756
P('"'|Spam) = 0.008835273128876052
P('-'|Spam) = 0.04727720669441848
P('-'|Spam) = 0.04727720669441848
P('victor'|Spam) = 1.1803309648025306e-05
P('raskin'|Spam) = 1.1803309648025306e-05
P('raskin'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('j'|Spam) = 8.495454931611588e-05
P('.'|Spam) = 0.08032452637838756
P('cc'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('purdue'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P('professor'|Spam) = 1.1803309648025306e-05
P('english'|Spam) = 1.1803309648025306e-05
P('linguistic'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('317'|Spam) = 1.1803309648025306e-05
P(')'|Spam) = 0.004714977487044431
P('494-3782'|Spam) = 1.1803309648025306e-05
P('chair'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('interdepartmental'|Spam) = 1.1803309648025306e-05
P('program'|Spam) = 0.0025061592048254183
P('linguistic'|Spam) = 1.1803309648025306e-05
P('494-3780'|Spam) = 1.1803309648025306e-05
P('fax'|Spam) = 0.0015716591623481438
P('coordinator'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('natural'|Spam) = 1.1803309648025306e-05
P('language'|Spam) = 1.1803309648025306e-05
P('process'|Spam) = 0.0002548636479483476
P('laboratory'|Spam) = 1.1803309648025306e-05
P('purdue'|Spam) = 1.1803309648025306e-05
P('university'|Spam) = 4.247727465805794e-05
P('w'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('lafayette'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('47907'|Spam) = 1.1803309648025306e-05
P('u'|Spam) = 0.00029734092260640555
P('.'|Spam) = 0.08032452637838756
P('s'|Spam) = 0.0013592727890578541
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
log P(Spam, all words) = -4032.225781836027


(2) P(Ham, all words)
P('Subject:'|Ham) = 0.0035959463877084014
P('accent'|Ham) = 0.00016345210853220007
P('classroom'|Ham) = 1.6345210853220006e-05
P('receive'|Ham) = 0.0005884275907159203
P('number'|Ham) = 0.0009153318077803204
P('helpful'|Ham) = 4.903563255966002e-05
P('informative'|Ham) = 1.6345210853220006e-05
P('response'|Ham) = 0.0005884275907159203
P('few'|Ham) = 0.0004576659038901602
P('colleague'|Ham) = 0.0002451781627983001
P('grateful'|Ham) = 0.00014710689767898007
P('.'|Ham) = 0.07358613926119648
P('below'|Ham) = 0.0002778685845047401
P('please'|Ham) = 0.0011605099705786204
P('digest'|Ham) = 1.1803309648025306e-05
P('response'|Ham) = 0.0005884275907159203
P('.'|Ham) = 0.07358613926119648
P('first'|Ham) = 0.0012912716574043806
P(','|Ham) = 0.06333769205622752
P('barbara'|Ham) = 3.269042170644001e-05
P('partee'|Ham) = 1.1803309648025306e-05
P('provide'|Ham) = 0.0005884275907159203
P('background'|Ham) = 9.807126511932004e-05
P('information'|Ham) = 0.0017162471395881006
P('case'|Ham) = 0.0009643674403399803
P('itself'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('play'|Ham) = 0.00029421379535796014
P('practically'|Ham) = 1.1803309648025306e-05
P('own'|Ham) = 0.00044132069303694016
P('backyard'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('july'|Ham) = 0.00029421379535796014
P('7'|Ham) = 0.00042497548218372016
P(','|Ham) = 0.06333769205622752
P('1992'|Ham) = 0.0008009153318077803
P(','|Ham) = 0.06333769205622752
P('barbara'|Ham) = 3.269042170644001e-05
P('partee'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('partee'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('c'|Ham) = 0.0011932003922850605
P('.'|Ham) = 0.07358613926119648
P('umass'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P(')'|Ham) = 0.018976789800588426
P('write'|Ham) = 0.0010460934946060804
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('''|Ham) = 0.010362863680941484
P('m'|Ham) = 0.0013729977116704805
P('keep'|Ham) = 0.00016345210853220007
P('eye'|Ham) = 3.269042170644001e-05
P('westfield'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('uproar'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('far'|Ham) = 0.00042497548218372016
P('here'|Ham) = 0.0008172605426610003
P(''s'|Ham) = 0.004985289310232102
P('something'|Ham) = 0.0002615233736515201
P('paper'|Ham) = 0.0007682249101013403
P('almost'|Ham) = 0.00014710689767898007
P('every'|Ham) = 0.00031055900621118014
P('day'|Ham) = 0.00037593984962406017
P(','|Ham) = 0.06333769205622752
P('include'|Ham) = 0.0010460934946060804
P('editorial'|Ham) = 4.903563255966002e-05
P('.'|Ham) = 0.07358613926119648
P('''|Ham) = 0.010362863680941484
P('ll'|Ham) = 0.00029421379535796014
P('glad'|Ham) = 1.1803309648025306e-05
P('help'|Ham) = 0.0005393919581562602
P('keep'|Ham) = 0.00016345210853220007
P('update'|Ham) = 1.6345210853220006e-05
P('news'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('appreciate'|Ham) = 0.0002451781627983001
P('receive'|Ham) = 0.0005884275907159203
P('reference'|Ham) = 0.0009153318077803204
P('research'|Ham) = 0.0010624387054593003
P('show'|Ham) = 0.0005230467473030402
P('parent'|Ham) = 1.6345210853220006e-05
P('nothing'|Ham) = 9.807126511932004e-05
P('worry'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('('|Ham) = 0.018306636155606407
P('article'|Ham) = 0.0002451781627983001
P('local'|Ham) = 0.00013076168682576005
P('paper'|Ham) = 0.0007682249101013403
P('today'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('reaction'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('paragraph'|Ham) = 1.6345210853220006e-05
P('"'|Ham) = 0.017930696305982347
P('linguist'|Ham) = 0.002239293886891141
P(','|Ham) = 0.06333769205622752
P('long'|Ham) = 0.00037593984962406017
P('teacher'|Ham) = 0.00037593984962406017
P('comprehensible'|Ham) = 1.1803309648025306e-05
