(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('major'|Spam) = 0.0005097272958966952
P('credit'|Spam) = 0.0028035001274318238
P('card'|Spam) = 0.0017415682609803755
P('['|Spam) = 0.0028884546767479397
P('visa'|Spam) = 0.0006371591198708691
P(','|Spam) = 0.033004842409311015
P('mastercard'|Spam) = 0.0005522045705547532
P(','|Spam) = 0.033004842409311015
P('american'|Spam) = 0.0005097272958966952
P('express'|Spam) = 0.0008495454931611588
P('discover'|Spam) = 0.00033981819726446353
P(']'|Spam) = 0.0027610228527737662
P('tcps'|Spam) = 0.00038229547192252146
P(','|Spam) = 0.033004842409311015
P('inc'|Spam) = 0.00033981819726446353
P('.'|Spam) = 0.08032452637838756
P('4718'|Spam) = 0.0001274318239741738
P('18th'|Spam) = 0.0001274318239741738
P('ave'|Spam) = 0.00016990909863223177
P('.'|Spam) = 0.08032452637838756
P('suite'|Spam) = 0.00029734092260640555
P('135'|Spam) = 0.0001274318239741738
P('brooklyn'|Spam) = 0.0001274318239741738
P(','|Spam) = 0.033004842409311015
P('ny'|Spam) = 0.0001274318239741738
P('11204'|Spam) = 0.0001274318239741738
P('check'|Spam) = 0.0024212046555093024
P('&'|Spam) = 0.0009345000424772746
P('money'|Spam) = 0.003483136521960751
P('order'|Spam) = 0.005182227508283069
P('payable'|Spam) = 0.00038229547192252146
P('tcps'|Spam) = 0.00038229547192252146
P(','|Spam) = 0.033004842409311015
P('inc'|Spam) = 0.00033981819726446353
P('.'|Spam) = 0.08032452637838756
P('york'|Spam) = 0.00033981819726446353
P('state'|Spam) = 0.0009345000424772746
P('resident'|Spam) = 0.00029734092260640555
P('please'|Spam) = 0.0025911137541415343
P('add'|Spam) = 0.0014017500637159119
P('$'|Spam) = 0.015546682524849205
P('1'|Spam) = 0.0018265228102964913
P('.'|Spam) = 0.08032452637838756
P('70'|Spam) = 8.495454931611588e-05
P('sale'|Spam) = 0.0004672500212386373
P('tax'|Spam) = 0.0016141364370062016
P('follow'|Spam) = 0.0011468864157675644
P('order'|Spam) = 0.005182227508283069
P('form'|Spam) = 0.0012318409650836802
P('convenience'|Spam) = 0.0002548636479483476
P('!'|Spam) = 0.024594342027015548
P('mail'|Spam) = 0.0037804774445671565
P(','|Spam) = 0.033004842409311015
P('fax'|Spam) = 0.0015716591623481438
P('email'|Spam) = 0.006414068473366749
P('!'|Spam) = 0.024594342027015548
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('.'|Spam) = 0.08032452637838756
P('please'|Spam) = 0.0025911137541415343
P('ship'|Spam) = 0.0019114773596126072
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('copy'|Spam) = 0.00033981819726446353
P('internet'|Spam) = 0.0012318409650836802
P('sleuth'|Spam) = 1.1803309648025306e-05
P('report'|Spam) = 0.0017415682609803755
P('$'|Spam) = 0.015546682524849205
P('19'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('95'|Spam) = 0.002081386458244839
P('each'|Spam) = 0.0014867046130320279
P('plus'|Spam) = 0.0013167955143997961
P('$'|Spam) = 0.015546682524849205
P('3'|Spam) = 0.002336250106193187
P('.'|Spam) = 0.08032452637838756
P('0'|Spam) = 0.00785829581174072
P('ship'|Spam) = 0.0019114773596126072
P('handle'|Spam) = 0.0008495454931611588
P('['|Spam) = 0.0028884546767479397
P('$'|Spam) = 0.015546682524849205
P('22'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('95'|Spam) = 0.002081386458244839
P(']'|Spam) = 0.0027610228527737662
P('signature'|Spam) = 0.00029734092260640555
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('credit'|Spam) = 0.0028035001274318238
P('card'|Spam) = 0.0017415682609803755
P('#'|Spam) = 0.009132614051482456
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('exp'|Spam) = 0.0001274318239741738
P('date'|Spam) = 0.0007221136691869849
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('ship'|Spam) = 0.0019114773596126072
P(':'|Spam) = 0.008410500382295473
P('name'|Spam) = 0.0030158865007221137
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('address'|Spam) = 0.005309659332257242
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('city'|Spam) = 0.0007221136691869849
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('state'|Spam) = 0.0009345000424772746
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('zip'|Spam) = 0.0006796363945289271
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('area'|Spam) = 0.0005097272958966952
P('code'|Spam) = 0.0005522045705547532
P('home'|Spam) = 0.0011468864157675644
P('phone'|Spam) = 0.0019114773596126072
P('['|Spam) = 0.0028884546767479397
P(']'|Spam) = 0.0027610228527737662
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('fax'|Spam) = 0.0015716591623481438
P('#'|Spam) = 0.009132614051482456
P('['|Spam) = 0.0028884546767479397
P(']'|Spam) = 0.0027610228527737662
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('email'|Spam) = 0.006414068473366749
P('address'|Spam) = 0.005309659332257242
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('_'|Spam) = 0.1741993033726956
P('remove'|Spam) = 0.0014867046130320279
P('name'|Spam) = 0.0030158865007221137
P('our'|Spam) = 0.003483136521960751
P('mail'|Spam) = 0.0037804774445671565
P('list'|Spam) = 0.0024212046555093024
P(','|Spam) = 0.033004842409311015
P('send'|Spam) = 0.0029734092260640557
P('us'|Spam) = 0.002123863732902897
P('email'|Spam) = 0.006414068473366749
P('remove'|Spam) = 0.0014867046130320279
P('subject'|Spam) = 0.0006371591198708691
P('line'|Spam) = 0.0006796363945289271
P('.'|Spam) = 0.08032452637838756
P('one'|Spam) = 0.0025911137541415343
P('offer'|Spam) = 0.0010194545917933905
P('hear'|Spam) = 0.00033981819726446353
P('us'|Spam) = 0.002123863732902897
P('again'|Spam) = 0.0006796363945289271
P('!'|Spam) = 0.024594342027015548
P('tcps'|Spam) = 0.00038229547192252146
P(','|Spam) = 0.033004842409311015
P('inc'|Spam) = 0.00033981819726446353
P('.'|Spam) = 0.08032452637838756
P(','|Spam) = 0.033004842409311015
P('4718'|Spam) = 0.0001274318239741738
P('18th'|Spam) = 0.0001274318239741738
P('ave'|Spam) = 0.00016990909863223177
P('.'|Spam) = 0.08032452637838756
P(','|Spam) = 0.033004842409311015
P('suite'|Spam) = 0.00029734092260640555
P('135'|Spam) = 0.0001274318239741738
P(','|Spam) = 0.033004842409311015
P('brooklyn'|Spam) = 0.0001274318239741738
P(','|Spam) = 0.033004842409311015
P('ny'|Spam) = 0.0001274318239741738
P('11204'|Spam) = 0.0001274318239741738
P('office'|Spam) = 0.00038229547192252146
P('['|Spam) = 0.0028884546767479397
P('718'|Spam) = 0.0002548636479483476
P(']'|Spam) = 0.0027610228527737662
P('287-3800'|Spam) = 0.0001274318239741738
P('fax'|Spam) = 0.0015716591623481438
P('['|Spam) = 0.0028884546767479397
P('718'|Spam) = 0.0002548636479483476
P(']'|Spam) = 0.0027610228527737662
P('462-5920'|Spam) = 0.0001274318239741738
P('24'|Spam) = 0.0013167955143997961
P('hour'|Spam) = 0.0015716591623481438
P('['|Spam) = 0.0028884546767479397
P('9am'|Spam) = 0.00016990909863223177
P('10pm'|Spam) = 1.1803309648025306e-05
P('ny'|Spam) = 0.0001274318239741738
P(']'|Spam) = 0.0027610228527737662
P('['|Spam) = 0.0028884546767479397
P('c'|Spam) = 0.00029734092260640555
P(']'|Spam) = 0.0027610228527737662
P('copyright'|Spam) = 0.00038229547192252146
P('1998'|Spam) = 0.00029734092260640555
P('tcps'|Spam) = 0.00038229547192252146
P(','|Spam) = 0.033004842409311015
P('inc'|Spam) = 0.00033981819726446353
P('.'|Spam) = 0.08032452637838756
P('right'|Spam) = 0.0005522045705547532
P('reserve'|Spam) = 0.0001274318239741738
P('.'|Spam) = 0.08032452637838756
log P(Spam, all words) = -2847.01012015


(2) P(Ham, all words)
P('Subject:'|Ham) = 0.0035959463877084014
P('even'|Ham) = 0.0008336057535142204
P('steal'|Ham) = 1.6345210853220006e-05
P('identity'|Ham) = 6.538084341288002e-05
P('!'|Ham) = 0.004135338345864661
P('are'|Ham) = 0.00014710689767898007
P('being'|Ham) = 4.903563255966002e-05
P('investigated'|Ham) = 1.1803309648025306e-05
P('?'|Ham) = 0.004118993135011442
P('has'|Ham) = 6.538084341288002e-05
P('personal'|Ham) = 9.807126511932004e-05
P('credit'|Ham) = 0.00016345210853220007
P('information'|Ham) = 0.0017162471395881006
P('steal'|Ham) = 1.6345210853220006e-05
P('?'|Ham) = 0.004118993135011442
P('has'|Ham) = 6.538084341288002e-05
P('someone'|Ham) = 0.00029421379535796014
P('assume'|Ham) = 0.00021248774109186008
P('identity'|Ham) = 6.538084341288002e-05
P('?'|Ham) = 0.004118993135011442
P('locate'|Ham) = 4.903563255966002e-05
P('old'|Ham) = 0.00031055900621118014
P('friend'|Ham) = 0.00029421379535796014
P(','|Ham) = 0.06333769205622752
P('relative'|Ham) = 0.0002288329519450801
P(','|Ham) = 0.06333769205622752
P('military'|Ham) = 8.172605426610003e-05
P('buddy'|Ham) = 1.1803309648025306e-05
P('sweetheart'|Ham) = 1.1803309648025306e-05
P('?'|Ham) = 0.004118993135011442
P('want'|Ham) = 0.0005884275907159203
P('person'|Ham) = 0.0003595946387708401
P(''s'|Ham) = 0.004985289310232102
P('asset'|Ham) = 1.6345210853220006e-05
P('collect'|Ham) = 8.172605426610003e-05
P('debt'|Ham) = 1.1803309648025306e-05
P('judgement'|Ham) = 6.538084341288002e-05
P('?'|Ham) = 0.004118993135011442
P('check'|Ham) = 0.00011441647597254005
P('person'|Ham) = 0.0003595946387708401
P(''s'|Ham) = 0.004985289310232102
P('criminal'|Ham) = 3.269042170644001e-05
P('record'|Ham) = 0.00016345210853220007
P('before'|Ham) = 0.00040863027133050016
P('rent'|Ham) = 1.1803309648025306e-05
P('space'|Ham) = 9.807126511932004e-05
P('employment'|Ham) = 6.538084341288002e-05
P('?'|Ham) = 0.004118993135011442
P('fix'|Ham) = 4.903563255966002e-05
P('credit'|Ham) = 0.00016345210853220007
P('bureau'|Ham) = 1.1803309648025306e-05
P('report'|Ham) = 0.00037593984962406017
P(','|Ham) = 0.06333769205622752
P('create'|Ham) = 0.00016345210853220007
P('identity'|Ham) = 6.538084341288002e-05
P('even'|Ham) = 0.0008336057535142204
P('disappear'|Ham) = 4.903563255966002e-05
P('?'|Ham) = 0.004118993135011442
P('are'|Ham) = 0.00014710689767898007
P('surgery'|Ham) = 1.6345210853220006e-05
P('?'|Ham) = 0.004118993135011442
P('many'|Ham) = 0.0014220333442301406
P('malpractice'|Ham) = 1.1803309648025306e-05
P('suit'|Ham) = 1.6345210853220006e-05
P('file'|Ham) = 0.00029421379535796014
