(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('university'|Spam) = 4.247727465805794e-05
P('england'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('tel'|Spam) = 1.1803309648025306e-05
P(':'|Spam) = 0.008410500382295473
P('61'|Spam) = 1.1803309648025306e-05
P('67'|Spam) = 1.1803309648025306e-05
P('73'|Spam) = 1.1803309648025306e-05
P('3185'|Spam) = 1.1803309648025306e-05
P('fax'|Spam) = 0.0015716591623481438
P(':'|Spam) = 0.008410500382295473
P('61'|Spam) = 1.1803309648025306e-05
P('67'|Spam) = 1.1803309648025306e-05
P('73'|Spam) = 1.1803309648025306e-05
P('3735'|Spam) = 1.1803309648025306e-05
P('email'|Spam) = 0.006414068473366749
P(':'|Spam) = 0.008410500382295473
P('deade'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('metz'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('une'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('au'|Spam) = 1.1803309648025306e-05
P('administrative'|Spam) = 1.1803309648025306e-05
P('accommodation'|Spam) = 1.1803309648025306e-05
P('enquiry'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('contact'|Spam) = 0.0004672500212386373
P('gabrielle'|Spam) = 1.1803309648025306e-05
P('aldridge'|Spam) = 1.1803309648025306e-05
P('england'|Spam) = 4.247727465805794e-05
P('conference'|Spam) = 8.495454931611588e-05
P('management'|Spam) = 0.0005097272958966952
P(','|Spam) = 0.033004842409311015
P('tel'|Spam) = 1.1803309648025306e-05
P(':'|Spam) = 0.008410500382295473
P('61'|Spam) = 1.1803309648025306e-05
P('67'|Spam) = 1.1803309648025306e-05
P('73'|Spam) = 1.1803309648025306e-05
P('3370'|Spam) = 1.1803309648025306e-05
P('fax'|Spam) = 0.0015716591623481438
P(':'|Spam) = 0.008410500382295473
P('61'|Spam) = 1.1803309648025306e-05
P('67'|Spam) = 1.1803309648025306e-05
P('71'|Spam) = 1.1803309648025306e-05
P('1713'|Spam) = 1.1803309648025306e-05
P('further'|Spam) = 0.00029734092260640555
P('information'|Spam) = 0.0024212046555093024
P('iafl'|Spam) = 1.1803309648025306e-05
P('membership'|Spam) = 0.00016990909863223177
P('query'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('contact'|Spam) = 0.0004672500212386373
P('diana'|Spam) = 1.1803309648025306e-05
P('eade'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('address'|Spam) = 0.005309659332257242
P('above'|Spam) = 0.00038229547192252146
P(')'|Spam) = 0.004714977487044431
P('sue'|Spam) = 1.1803309648025306e-05
P('blackwell'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('school'|Spam) = 0.0002548636479483476
P('english'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('university'|Spam) = 4.247727465805794e-05
P('birmingham'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('edgbaston'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('birmingham'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('b15'|Spam) = 1.1803309648025306e-05
P('2tt'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('uk'|Spam) = 8.495454931611588e-05
P('email'|Spam) = 0.006414068473366749
P(':'|Spam) = 0.008410500382295473
P('blackwellsa'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('vms1'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('bham'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('ac'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('uk'|Spam) = 8.495454931611588e-05
P('jeffrey'|Spam) = 1.1803309648025306e-05
P('kaplan'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('dept'|Spam) = 4.247727465805794e-05
P('linguistic'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('san'|Spam) = 1.1803309648025306e-05
P('diego'|Spam) = 1.1803309648025306e-05
P('state'|Spam) = 0.0009345000424772746
P('university'|Spam) = 4.247727465805794e-05
P(','|Spam) = 0.033004842409311015
P('san'|Spam) = 1.1803309648025306e-05
P('diego'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('ca'|Spam) = 0.0004247727465805794
P('92182'|Spam) = 1.1803309648025306e-05
P(','|Spam) = 0.033004842409311015
P('usa'|Spam) = 0.00016990909863223177
P('.'|Spam) = 0.08032452637838756
P('email'|Spam) = 0.006414068473366749
P(':'|Spam) = 0.008410500382295473
P('jkaplan'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('science'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('sdsu'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P('important'|Spam) = 0.00029734092260640555
P('date'|Spam) = 0.0007221136691869849
P('abstracts'|Spam) = 1.1803309648025306e-05
P('due'|Spam) = 0.0001274318239741738
P('3'|Spam) = 0.002336250106193187
P('feb'|Spam) = 1.1803309648025306e-05
P('notification'|Spam) = 1.1803309648025306e-05
P('acceptance'|Spam) = 1.1803309648025306e-05
P('abstract'|Spam) = 1.1803309648025306e-05
P('15th'|Spam) = 1.1803309648025306e-05
P('march'|Spam) = 1.1803309648025306e-05
P('earlybird'|Spam) = 1.1803309648025306e-05
P('registration'|Spam) = 4.247727465805794e-05
P('due'|Spam) = 0.0001274318239741738
P('12th'|Spam) = 1.1803309648025306e-05
P('april'|Spam) = 4.247727465805794e-05
P('registration'|Spam) = 4.247727465805794e-05
P('deadline'|Spam) = 1.1803309648025306e-05
P('12th'|Spam) = 1.1803309648025306e-05
P('june'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('hfraser'|Spam) = 1.1803309648025306e-05
P('@'|Spam) = 0.0010194545917933905
P('metz'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('une'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('edu'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('au'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('129'|Spam) = 4.247727465805794e-05
P('.'|Spam) = 0.08032452637838756
P('180'|Spam) = 1.1803309648025306e-05
P('.'|Spam) = 0.08032452637838756
P('4'|Spam) = 0.0005522045705547532
P('.'|Spam) = 0.08032452637838756
P('1'|Spam) = 0.0018265228102964913
P(')'|Spam) = 0.004714977487044431
P('helen'|Spam) = 1.1803309648025306e-05
P('fraser'|Spam) = 1.1803309648025306e-05
P('('|Spam) = 0.004162772916489678
P('dr'|Spam) = 4.247727465805794e-05
P(')'|Spam) = 0.004714977487044431
P('dept'|Spam) = 4.247727465805794e-05
P('linguistic'|Spam) = 1.1803309648025306e-05
P('university'|Spam) = 4.247727465805794e-05
P('england'|Spam) = 4.247727465805794e-05
P('armidale'|Spam) = 1.1803309648025306e-05
P('nsw'|Spam) = 1.1803309648025306e-05
P('2351'|Spam) = 1.1803309648025306e-05
P('australia'|Spam) = 1.1803309648025306e-05
P('phone'|Spam) = 0.0019114773596126072
P('55'|Spam) = 8.495454931611588e-05
P('73'|Spam) = 1.1803309648025306e-05
P('2128'|Spam) = 1.1803309648025306e-05
P('/'|Spam) = 0.006456545748024806
P('3189'|Spam) = 1.1803309648025306e-05
P('fax'|Spam) = 0.0015716591623481438
P('55'|Spam) = 8.495454931611588e-05
P('73'|Spam) = 1.1803309648025306e-05
P('3735'|Spam) = 1.1803309648025306e-05
log P(Spam, all words) = -2551.993715216019


(2) P(Ham, all words)
P('Subject:'|Ham) = 0.0035959463877084014
P('forensic'|Ham) = 3.269042170644001e-05
P('linguistic'|Ham) = 0.0037757437070938217
P('conference'|Ham) = 0.0010624387054593003
P('international'|Ham) = 0.0005067015364498202
P('association'|Ham) = 0.00016345210853220007
P('forensic'|Ham) = 3.269042170644001e-05
P('linguists'|Ham) = 3.269042170644001e-05
P('second'|Ham) = 0.0005720823798627002
P('international'|Ham) = 0.0005067015364498202
P('conference'|Ham) = 0.0010624387054593003
P('hold'|Ham) = 0.0005067015364498202
P('mary'|Ham) = 6.538084341288002e-05
P('white'|Ham) = 1.1803309648025306e-05
P('college'|Ham) = 0.0004903563255966002
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('england'|Ham) = 0.00014710689767898007
P('armidale'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('south'|Ham) = 0.0002778685845047401
P('wale'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('australium'|Ham) = 0.0002288329519450801
P('9-12'|Ham) = 1.1803309648025306e-05
P('july'|Ham) = 0.00029421379535796014
P('1995'|Ham) = 0.0005557371690094802
P('.'|Ham) = 0.07358613926119648
P('call'|Ham) = 0.0006374632232755802
P('abstracts'|Ham) = 1.1803309648025306e-05
P('paper'|Ham) = 0.0007682249101013403
P('call'|Ham) = 0.0006374632232755802
P('member'|Ham) = 0.0005720823798627002
P('international'|Ham) = 0.0005067015364498202
P('association'|Ham) = 0.00016345210853220007
P('forensic'|Ham) = 3.269042170644001e-05
P('linguist'|Ham) = 0.002239293886891141
P('whose'|Ham) = 0.00019614253023864008
P('work'|Ham) = 0.0025661981039555412
P('involve'|Ham) = 0.00031055900621118014
P('iafl'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('aim'|Ham) = 0.00013076168682576005
P(','|Ham) = 0.06333769205622752
P('broadly'|Ham) = 1.6345210853220006e-05
P('area'|Ham) = 0.0008499509643674403
P('language'|Ham) = 0.008385093167701863
P('law'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('('|Ham) = 0.018306636155606407
P('need'|Ham) = 0.0006864988558352403
P('info'|Ham) = 8.172605426610003e-05
P('iafl'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('aim'|Ham) = 0.00013076168682576005
P('contact'|Ham) = 0.0006047728015691402
P('one'|Ham) = 0.0032200065380843415
P('list'|Ham) = 0.0011278195488721805
P('toward'|Ham) = 9.807126511932004e-05
P('end'|Ham) = 0.00029421379535796014
P('message'|Ham) = 0.00037593984962406017
P('.'|Ham) = 0.07358613926119648
P(')'|Ham) = 0.018976789800588426
P('member'|Ham) = 0.0005720823798627002
P('keen'|Ham) = 1.1803309648025306e-05
P('communicate'|Ham) = 6.538084341288002e-05
P('professional'|Ham) = 0.00016345210853220007
P('scholar'|Ham) = 9.807126511932004e-05
P('relate'|Ham) = 0.0004740111147433802
P('discipline'|Ham) = 0.00021248774109186008
P('work'|Ham) = 0.0025661981039555412
P('aspect'|Ham) = 0.00037593984962406017
P('language'|Ham) = 0.008385093167701863
P('law'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('prospective'|Ham) = 1.6345210853220006e-05
P('paper-giver'|Ham) = 1.1803309648025306e-05
P('invite'|Ham) = 0.00031055900621118014
P('submit'|Ham) = 0.00019614253023864008
P('half-page'|Ham) = 1.1803309648025306e-05
P('abstract'|Ham) = 0.0003595946387708401
P(','|Ham) = 0.06333769205622752
P('along'|Ham) = 0.00019614253023864008
P('brief'|Ham) = 4.903563255966002e-05
P('biography'|Ham) = 1.1803309648025306e-05
P('include'|Ham) = 0.0010460934946060804
P('professional'|Ham) = 0.00016345210853220007
P('background'|Ham) = 9.807126511932004e-05
P('interest'|Ham) = 0.0017489375612945407
P('.'|Ham) = 0.07358613926119648
P('deadline'|Ham) = 0.00016345210853220007
P('submission'|Ham) = 0.0002451781627983001
P('abstract'|Ham) = 0.0003595946387708401
P('february'|Ham) = 8.172605426610003e-05
P('3rd'|Ham) = 1.6345210853220006e-05
P('1995'|Ham) = 0.0005557371690094802
P('send'|Ham) = 0.0010787839163125205
P('abstract'|Ham) = 0.0003595946387708401
P(':'|Ham) = 0.016508662961752206
P('diana'|Ham) = 1.1803309648025306e-05
P('eade'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('iafl'|Ham) = 1.1803309648025306e-05
P('conference'|Ham) = 0.0010624387054593003
P('co'|Ham) = 4.903563255966002e-05
P('-'|Ham) = 0.03229813664596273
P('ordinator'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('linguistic'|Ham) = 0.0037757437070938217
P('dept'|Ham) = 0.00029421379535796014
P(','|Ham) = 0.06333769205622752
P('university'|Ham) = 0.004347826086956522
P('england'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('armidale'|Ham) = 1.1803309648025306e-05
P('nsw'|Ham) = 1.1803309648025306e-05
P('2351'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('australium'|Ham) = 0.0002288329519450801
P('email'|Ham) = 0.00039228506047728017
P(':'|Ham) = 0.016508662961752206
P('deade'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('metz'|Ham) = 3.269042170644001e-05
P('.'|Ham) = 0.07358613926119648
P('une'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('.'|Ham) = 0.07358613926119648
P('au'|Ham) = 0.00014710689767898007
P('registration'|Ham) = 0.00031055900621118014
P('information'|Ham) = 0.0017162471395881006
P('registration'|Ham) = 0.00031055900621118014
P('fee'|Ham) = 0.00017979731938542006
P(':'|Ham) = 0.016508662961752206
P('member'|Ham) = 0.0005720823798627002
P('$'|Ham) = 0.0010460934946060804
P('a125'|Ham) = 1.1803309648025306e-05
P('non'|Ham) = 0.00014710689767898007
P('-'|Ham) = 0.03229813664596273
P('member'|Ham) = 0.0005720823798627002
P('$'|Ham) = 0.0010460934946060804
P('a150'|Ham) = 1.1803309648025306e-05
P('student'|Ham) = 0.0013403072899640406
P('$'|Ham) = 0.0010460934946060804
P('a100'|Ham) = 1.1803309648025306e-05
P('early'|Ham) = 0.0002615233736515201
P('bird'|Ham) = 1.1803309648025306e-05
P('discount'|Ham) = 3.269042170644001e-05
P('$'|Ham) = 0.0010460934946060804
P('a20'|Ham) = 1.1803309648025306e-05
P('off'|Ham) = 6.538084341288002e-05
P('register'|Ham) = 8.172605426610003e-05
P('before'|Ham) = 0.00040863027133050016
P('april'|Ham) = 0.00013076168682576005
P('12th'|Ham) = 1.1803309648025306e-05
P('1995'|Ham) = 0.0005557371690094802
P('.'|Ham) = 0.07358613926119648
P('registration'|Ham) = 0.00031055900621118014
P('include'|Ham) = 0.0010460934946060804
P(':'|Ham) = 0.016508662961752206
P('*'|Ham) = 0.02265446224256293
P('attendance'|Ham) = 1.6345210853220006e-05
P('session'|Ham) = 0.00037593984962406017
P('*'|Ham) = 0.02265446224256293
P('abstract'|Ham) = 0.0003595946387708401
P('booklet'|Ham) = 1.1803309648025306e-05
P('*'|Ham) = 0.02265446224256293
P('morn'|Ham) = 0.00011441647597254005
P('afternoon'|Ham) = 1.1803309648025306e-05
P('tea'|Ham) = 3.269042170644001e-05
P('lunch'|Ham) = 0.00021248774109186008
P('monday'|Ham) = 6.538084341288002e-05
P('tuesday'|Ham) = 9.807126511932004e-05
P('wednesday'|Ham) = 0.00011441647597254005
P('*'|Ham) = 0.02265446224256293
P('reception'|Ham) = 4.903563255966002e-05
P('sunday'|Ham) = 3.269042170644001e-05
P('even'|Ham) = 0.0008336057535142204
P('*'|Ham) = 0.02265446224256293
P('conference'|Ham) = 0.0010624387054593003
P('satchel'|Ham) = 1.1803309648025306e-05
P('*'|Ham) = 0.02265446224256293
P('excursion'|Ham) = 1.6345210853220006e-05
P('dangar'|Ham) = 1.1803309648025306e-05
P('fall'|Ham) = 0.0002615233736515201
P('registration'|Ham) = 0.00031055900621118014
P('below'|Ham) = 0.0002778685845047401
P('registration'|Ham) = 0.00031055900621118014
P('form'|Ham) = 0.0012422360248447205
P('.'|Ham) = 0.07358613926119648
P('please'|Ham) = 0.0011605099705786204
P('email'|Ham) = 0.00039228506047728017
P('form'|Ham) = 0.0012422360248447205
P('.'|Ham) = 0.07358613926119648
P('print'|Ham) = 8.172605426610003e-05
P('send'|Ham) = 0.0010787839163125205
P('airmail'|Ham) = 3.269042170644001e-05
P('address'|Ham) = 0.0008009153318077803
P('below'|Ham) = 0.0002778685845047401
P('('|Ham) = 0.018306636155606407
P('ask'|Ham) = 0.0007682249101013403
P('hardcopy'|Ham) = 1.6345210853220006e-05
P('email'|Ham) = 0.00039228506047728017
P('diana'|Ham) = 1.1803309648025306e-05
P('eade'|Ham) = 1.1803309648025306e-05
P(')'|Ham) = 0.018976789800588426
P('registration'|Ham) = 0.00031055900621118014
P('form'|Ham) = 0.0012422360248447205
P('mr'|Ham) = 0.00021248774109186008
P('/'|Ham) = 0.006423667865315463
P('mrs'|Ham) = 1.1803309648025306e-05
P('/'|Ham) = 0.006423667865315463
P('ms'|Ham) = 3.269042170644001e-05
P('/'|Ham) = 0.006423667865315463
P('miss'|Ham) = 0.00011441647597254005
P('/'|Ham) = 0.006423667865315463
P('dr'|Ham) = 0.0010134030728996405
P('/'|Ham) = 0.006423667865315463
P('ass'|Ham) = 1.1803309648025306e-05
P('prof'|Ham) = 0.00029421379535796014
P('/'|Ham) = 0.006423667865315463
P('prof'|Ham) = 0.00029421379535796014
P('('|Ham) = 0.018306636155606407
P('please'|Ham) = 0.0011605099705786204
P('circle'|Ham) = 1.6345210853220006e-05
P(')'|Ham) = 0.018976789800588426
P('male'|Ham) = 9.807126511932004e-05
P('/'|Ham) = 0.006423667865315463
P('female'|Ham) = 8.172605426610003e-05
P('('|Ham) = 0.018306636155606407
P('please'|Ham) = 0.0011605099705786204
P('circle'|Ham) = 1.6345210853220006e-05
P(')'|Ham) = 0.018976789800588426
P('first'|Ham) = 0.0012912716574043806
P('name'|Ham) = 0.0005557371690094802
P(':'|Ham) = 0.016508662961752206
P('surname'|Ham) = 1.6345210853220006e-05
P(':'|Ham) = 0.016508662961752206
P('institution'|Ham) = 0.00013076168682576005
P(':'|Ham) = 0.016508662961752206
P('address'|Ham) = 0.0008009153318077803
P(':'|Ham) = 0.016508662961752206
P('suburb'|Ham) = 1.1803309648025306e-05
P(':'|Ham) = 0.016508662961752206
P('state'|Ham) = 0.0007028440666884603
P(':'|Ham) = 0.016508662961752206
P('postcode'|Ham) = 1.1803309648025306e-05
P(':'|Ham) = 0.016508662961752206
P('country'|Ham) = 0.00017979731938542006
P(':'|Ham) = 0.016508662961752206
P('email'|Ham) = 0.00039228506047728017
P(':'|Ham) = 0.016508662961752206
P('tel'|Ham) = 0.0002615233736515201
P(':'|Ham) = 0.016508662961752206
P('fax'|Ham) = 0.0008336057535142204
P(':'|Ham) = 0.016508662961752206
P('accommodation'|Ham) = 0.00019614253023864008
P('please'|Ham) = 0.0011605099705786204
P('organise'|Ham) = 1.6345210853220006e-05
P('accommodation'|Ham) = 0.00019614253023864008
P('following'|Ham) = 1.6345210853220006e-05
P('nights'|Ham) = 1.1803309648025306e-05
P(':'|Ham) = 0.016508662961752206
P('8th'|Ham) = 1.6345210853220006e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('9th'|Ham) = 3.269042170644001e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('10th'|Ham) = 3.269042170644001e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('11th'|Ham) = 1.6345210853220006e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('12th'|Ham) = 1.1803309648025306e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('13th'|Ham) = 1.1803309648025306e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('mary'|Ham) = 6.538084341288002e-05
P('white'|Ham) = 1.1803309648025306e-05
P('college'|Ham) = 0.0004903563255966002
P('('|Ham) = 0.018306636155606407
P('$'|Ham) = 0.0010460934946060804
P('a43'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('0'|Ham) = 0.0015201046093494606
P('per'|Ham) = 0.00021248774109186008
P('night'|Ham) = 8.172605426610003e-05
P('include'|Ham) = 0.0010460934946060804
P('accommodation'|Ham) = 0.00019614253023864008
P(','|Ham) = 0.06333769205622752
P('breakfast'|Ham) = 3.269042170644001e-05
P('dinner'|Ham) = 0.00016345210853220007
P(')'|Ham) = 0.018976789800588426
P('off'|Ham) = 6.538084341288002e-05
P('campus'|Ham) = 0.00032690421706440013
P('accommodation'|Ham) = 0.00019614253023864008
P('those'|Ham) = 0.0008662961752206604
P('stay'|Ham) = 3.269042170644001e-05
P('off'|Ham) = 6.538084341288002e-05
P('campus'|Ham) = 0.00032690421706440013
P('need'|Ham) = 0.0006864988558352403
P('vehicle'|Ham) = 1.1803309648025306e-05
P('conference'|Ham) = 0.0010624387054593003
P('venue'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('caravan'|Ham) = 1.1803309648025306e-05
P('park'|Ham) = 4.903563255966002e-05
P('('|Ham) = 0.018306636155606407
P('accommodation'|Ham) = 0.00019614253023864008
P(')'|Ham) = 0.018976789800588426
P('caravan'|Ham) = 1.1803309648025306e-05
P('$'|Ham) = 0.0010460934946060804
P('a30'|Ham) = 1.1803309648025306e-05
P('single'|Ham) = 0.0002778685845047401
P('$'|Ham) = 0.0010460934946060804
P('a32'|Ham) = 1.1803309648025306e-05
P('double'|Ham) = 4.903563255966002e-05
P('fully'|Ham) = 3.269042170644001e-05
P('self'|Ham) = 4.903563255966002e-05
P('contain'|Ham) = 0.00034324942791762013
P(','|Ham) = 0.06333769205622752
P('heat'|Ham) = 1.1803309648025306e-05
P('ensuite'|Ham) = 1.1803309648025306e-05
P('cabin'|Ham) = 1.1803309648025306e-05
P('$'|Ham) = 0.0010460934946060804
P('a44'|Ham) = 1.1803309648025306e-05
P('single'|Ham) = 0.0002778685845047401
P('$'|Ham) = 0.0010460934946060804
P('a46'|Ham) = 1.1803309648025306e-05
P('double'|Ham) = 4.903563255966002e-05
P('motel'|Ham) = 1.6345210853220006e-05
P('('|Ham) = 0.018306636155606407
P('approximate'|Ham) = 3.269042170644001e-05
P('single'|Ham) = 0.0002778685845047401
P('double'|Ham) = 4.903563255966002e-05
P('accommodation'|Ham) = 0.00019614253023864008
P(')'|Ham) = 0.018976789800588426
P('$'|Ham) = 0.0010460934946060804
P('a60'|Ham) = 1.1803309648025306e-05
P('per'|Ham) = 0.00021248774109186008
P('night'|Ham) = 8.172605426610003e-05
P('$'|Ham) = 0.0010460934946060804
P('a70'|Ham) = 1.1803309648025306e-05
P('per'|Ham) = 0.00021248774109186008
P('night'|Ham) = 8.172605426610003e-05
P('yes'|Ham) = 0.00014710689767898007
P(','|Ham) = 0.06333769205622752
P('interest'|Ham) = 0.0017489375612945407
P('attend'|Ham) = 6.538084341288002e-05
P('pre-conference'|Ham) = 1.1803309648025306e-05
P('tour'|Ham) = 1.1803309648025306e-05
P('dorrigo'|Ham) = 1.1803309648025306e-05
P('national'|Ham) = 0.00019614253023864008
P('park'|Ham) = 4.903563255966002e-05
P('sunday'|Ham) = 3.269042170644001e-05
P('9th'|Ham) = 3.269042170644001e-05
P('july'|Ham) = 0.00029421379535796014
P('10'|Ham) = 0.0008009153318077803
P('.'|Ham) = 0.07358613926119648
P('00am'|Ham) = 1.1803309648025306e-05
P('-'|Ham) = 0.03229813664596273
P('5'|Ham) = 0.0008336057535142204
P('.'|Ham) = 0.07358613926119648
P('00pm'|Ham) = 1.1803309648025306e-05
P('approximately'|Ham) = 8.172605426610003e-05
P('$'|Ham) = 0.0010460934946060804
P('a20'|Ham) = 1.1803309648025306e-05
P('per'|Ham) = 0.00021248774109186008
P('person'|Ham) = 0.0003595946387708401
P(','|Ham) = 0.06333769205622752
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('person'|Ham) = 0.0003595946387708401
P('/'|Ham) = 0.006423667865315463
P('s'|Ham) = 0.0014220333442301406
P('registration'|Ham) = 0.00031055900621118014
P('form'|Ham) = 0.0012422360248447205
P('must'|Ham) = 0.0006211180124223603
P('receive'|Ham) = 0.0005884275907159203
P('12th'|Ham) = 1.1803309648025306e-05
P('june'|Ham) = 0.00014710689767898007
P('1995'|Ham) = 0.0005557371690094802
P('('|Ham) = 0.018306636155606407
P('early'|Ham) = 0.0002615233736515201
P('bird'|Ham) = 1.1803309648025306e-05
P('discount'|Ham) = 3.269042170644001e-05
P('registration'|Ham) = 0.00031055900621118014
P('close'|Ham) = 0.00039228506047728017
P('12th'|Ham) = 1.1803309648025306e-05
P('april'|Ham) = 0.00013076168682576005
P('1995'|Ham) = 0.0005557371690094802
P(')'|Ham) = 0.018976789800588426
P('email'|Ham) = 0.00039228506047728017
P('form'|Ham) = 0.0012422360248447205
P('.'|Ham) = 0.07358613926119648
P('send'|Ham) = 0.0010787839163125205
P('airmail'|Ham) = 3.269042170644001e-05
P('address'|Ham) = 0.0008009153318077803
P('below'|Ham) = 0.0002778685845047401
P('enclose'|Ham) = 4.903563255966002e-05
P('cheque'|Ham) = 3.269042170644001e-05
P('/'|Ham) = 0.006423667865315463
P('money'|Ham) = 0.00016345210853220007
P('order'|Ham) = 0.0007518796992481203
P('charge'|Ham) = 0.00016345210853220007
P('bankcard'|Ham) = 1.1803309648025306e-05
P('/'|Ham) = 0.006423667865315463
P('mastercard'|Ham) = 1.6345210853220006e-05
P('('|Ham) = 0.018306636155606407
P('delete'|Ham) = 1.6345210853220006e-05
P('one'|Ham) = 0.0032200065380843415
P(')'|Ham) = 0.018976789800588426
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
